"Adresse : Ville","COLL_INSEE","ACCESSIBILITE _COMPTEUR","EMPLACEMENT_TYPE","FERMETURE_COMPTEUR","FERMETURE_DATE","TOURNEE_CODE","ANNEE_COMPTEUR","MARQUE_COMPTEUR","DIAMETRE_COMPTEUR","TYPE_COMPTEUR","POSE_DATE","Radio relève","ANCIEN_RELEVE_DATE","ANCIEN_INDEX","NOUVEAU_RELEVE-DATE","NOUVEAU_RELEVE","RELEVE_TYPE","CONSOMMATION","RELEVE_N-1_DATE","RELEVE_N-1","RELEVE_N-1_TYPE","CONSOMMATION","RELEVE_N-2_DATE","RELEVE_N-2","RELEVE_N-2_TYPE","CONSOMMATION","RELEVE_N-3_DATE","RELEVE_N-3","RELEVE_N-3_TYPE","CONSOMMATION_N-3","RELEVE_N-4_DATE","RELEVE_N-4","RELEVE_N-4_TYPE","CONSOMMATION_N-4","RELEVE_N-5_DATE","RELEVE_N-5","RELEVE_N-5_TYPE","CONSOMMATION_N-5","CONTRAT_ACTIF","OUVERTURE_CONTRAT_DATE","CLOTURE_CONTRAT_DATE"
"DIGNE LES BAINS","04070","Oui","GARAGE","Non",,30,2014,"Sappel",15,"Altair",05/11/2014,"Oui",18/09/2018,463,08/03/2019,505,"R",42,18/09/2018,463,"R",66,07/03/2018,397,"R",47,07/09/2017,350,"R",55,10/03/2017,295,"R",48,12/09/2016,247,"R",43,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2014,"Sappel",15,"Altair",29/07/2014,"Oui",21/08/2018,359,21/02/2019,401,"R",42,21/08/2018,359,"R",47,19/02/2018,312,"R",37,21/08/2017,275,"R",33,20/02/2017,242,"R",39,22/08/2016,203,"R",32,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2012,"Sappel",15,"Altair",21/06/2012,"Oui",10/04/2018,288,09/10/2018,305,"R",17,10/04/2018,288,"R",19,11/10/2017,269,"R",13,14/04/2017,256,"R",20,06/10/2016,236,"R",22,30/03/2016,214,"R",29,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2010,"Sappel",15,"Altair",21/01/2011,"Oui",24/08/2018,362,22/02/2019,384,"R",22,24/08/2018,362,"R",25,22/02/2018,337,"R",19,25/08/2017,318,"R",21,02/03/2017,297,"R",19,01/09/2016,278,"R",22,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2010,"Sappel",15,"Altair",14/01/2011,"Oui",06/09/2018,581,06/03/2019,606,"R",25,06/09/2018,581,"R",30,02/03/2018,551,"R",29,05/09/2017,522,"R",28,09/03/2017,494,"R",28,08/09/2016,466,"R",27,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,75,2014,"Sappel",15,"Altair",17/06/2014,"Oui",18/05/2018,0,22/11/2018,0,"R",0,18/05/2018,0,"R",0,09/11/2017,0,"R",0,10/05/2017,0,"R",0,14/11/2016,0,"R",0,03/05/2016,0,"R",0,"Oui",30/11/2012,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,65,2006,"Sappel",15,"Altair",23/06/2006,,23/04/2018,613,29/10/2018,639,"R",26,23/04/2018,613,"R",26,26/10/2017,587,"R",26,28/04/2017,561,"R",27,24/10/2016,534,"R",29,11/04/2016,505,"R",26,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2013,"Sappel",15,"Altair",13/09/2013,"Oui",15/05/2018,311,08/11/2018,343,"R",32,15/05/2018,311,"R",28,07/11/2017,283,"R",28,11/05/2017,255,"R",31,08/11/2016,224,"R",36,03/05/2016,188,"R",29,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2014,"Sappel",15,"Altair",23/10/2014,"Oui",12/09/2018,145,01/03/2019,160,"R",15,12/09/2018,145,"R",0,31/08/2018,145,"R",0,27/02/2018,145,"R",0,15/01/2018,145,"U",17,31/08/2017,128,"R",23,"Oui",12/09/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2017,"Sappel",15,"Altair",30/01/2018,"Oui",06/09/2018,47,06/03/2019,92,"R",45,06/09/2018,47,"R",41,02/03/2018,6,"R",6,30/01/2018,0,"R",0,30/01/2018,1046,"R",31,06/09/2017,1015,"R",38,"Oui",22/01/2013,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2017,"Sappel",15,"Altair",05/06/2018,"Oui",05/06/2018,0,06/11/2018,12,"R",12,05/06/2018,0,"R",0,05/06/2018,527,"R",1,02/05/2018,526,"R",4,12/03/2018,522,"U",0,12/02/2018,522,"U",9,"Oui",12/03/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2010,"Sappel",15,"Altair",13/01/2011,"Oui",30/03/2018,301,01/10/2018,323,"R",22,30/03/2018,301,"R",20,29/09/2017,281,"R",19,05/04/2017,262,"R",23,28/09/2016,239,"R",22,16/03/2016,217,"R",20,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,50,2011,"Sappel",15,"Altair",09/02/2012,"Oui",04/04/2018,296,01/10/2018,325,"R",29,04/04/2018,296,"R",30,02/10/2017,266,"R",28,05/04/2017,238,"R",30,28/09/2016,208,"R",26,25/04/2016,182,"R",30,"Oui",01/10/2013,
"DIGNE LES BAINS","04070","Non",,"Non",,70,2018,"Sappel",15,"Altair",08/01/2019,"Oui",08/01/2019,0,10/12/2019,0,"R",0,08/01/2019,0,"R",0,08/01/2019,864,"R",2,26/11/2018,862,"U",6,06/11/2018,856,"R",45,26/04/2018,811,"R",43,"Oui",10/12/2019,
"DIGNE LES BAINS","04070","Non",,"Non",,70,2012,"Sappel",15,"Altair",11/07/2013,"Oui",27/04/2018,233,06/11/2018,257,"R",24,27/04/2018,233,"R",25,02/11/2017,208,"R",19,04/05/2017,189,"R",27,28/10/2016,162,"R",20,20/04/2016,142,"R",30,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,40,2016,"Sappel",15,"Altair",10/03/2017,"Oui",25/09/2018,20,15/03/2019,20,"R",0,25/09/2018,20,"R",4,19/03/2018,16,"R",7,22/09/2017,9,"R",8,29/03/2017,1,"R",1,10/03/2017,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2014,"Sappel",15,"Altair",31/01/2014,"Oui",10/04/2018,138,09/10/2018,158,"R",20,10/04/2018,138,"R",33,12/10/2017,105,"R",9,12/04/2017,96,"R",24,06/10/2016,72,"R",17,24/03/2016,55,"R",13,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2010,"Sappel",15,"Altair",01/09/2010,"Oui",20/04/2018,165,26/10/2018,173,"R",8,20/04/2018,165,"R",8,24/10/2017,157,"R",9,26/04/2017,148,"R",25,20/10/2016,123,"R",11,11/04/2016,112,"E",10,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2016,"Sappel",15,"Altair",25/02/2016,"Oui",13/09/2018,312,12/03/2019,379,"R",67,13/09/2018,312,"R",70,08/03/2018,242,"R",61,07/09/2017,181,"R",22,14/06/2017,159,"R",43,10/03/2017,116,"R",69,"Oui",13/09/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2010,"Sappel",15,"Altair",31/12/2010,"Oui",04/10/2018,776,22/02/2019,787,"R",11,04/10/2018,776,"R",0,03/10/2018,776,"U",0,28/08/2018,776,"R",0,22/02/2018,776,"R",0,29/08/2017,776,"R",0,"Oui",04/10/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2016,"Sappel",15,"Altair",21/04/2016,"Oui",20/04/2018,98,29/10/2018,125,"R",27,20/04/2018,98,"R",26,24/10/2017,72,"R",23,26/04/2017,49,"R",24,17/10/2016,25,"R",25,21/04/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,50,2016,"Sappel",15,"Altair",07/04/2016,"Oui",30/03/2018,258,01/10/2018,362,"R",104,30/03/2018,258,"R",87,29/09/2017,171,"R",72,05/04/2017,99,"R",52,28/09/2016,47,"R",47,07/04/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2014,"Sappel",15,"Altair",14/11/2014,"Oui",14/09/2018,161,12/03/2019,179,"R",18,14/09/2018,161,"R",20,13/03/2018,141,"R",19,07/09/2017,122,"R",24,10/03/2017,98,"R",20,12/09/2016,78,"R",19,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2014,"Sappel",15,"Altair",03/03/2015,"Oui",02/05/2018,135,06/11/2018,153,"R",18,02/05/2018,135,"R",20,02/11/2017,115,"R",21,05/05/2017,94,"R",20,02/11/2016,74,"R",28,19/04/2016,46,"R",21,"Oui",25/08/2010,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2010,"Sappel",15,"Altair",26/06/2010,"Oui",03/09/2018,588,04/03/2019,625,"R",37,03/09/2018,588,"R",38,28/02/2018,550,"R",30,04/09/2017,520,"R",50,06/03/2017,470,"R",37,06/09/2016,433,"R",21,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,55,2016,"Sappel",15,"Altair",16/08/2017,"Oui",12/04/2018,14,12/10/2018,24,"R",10,12/04/2018,14,"R",9,12/10/2017,5,"R",5,16/08/2017,0,"R",0,16/08/2017,493,"R",13,19/04/2017,480,"R",20,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,65,2010,"Sappel",15,"Altair",09/09/2010,"Oui",25/04/2018,1113,31/10/2018,1198,"R",85,25/04/2018,1113,"R",68,27/10/2017,1045,"R",90,27/04/2017,955,"R",68,25/10/2016,887,"R",87,13/04/2016,800,"R",64,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,75,2015,"Sappel",15,"Altair",17/11/2015,"Oui",18/05/2018,125,13/11/2018,140,"R",15,18/05/2018,125,"R",16,09/11/2017,109,"R",17,10/05/2017,92,"R",16,09/11/2016,76,"R",39,04/05/2016,37,"R",37,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,75,2014,"Sappel",15,"Altair",24/07/2014,"Oui",17/05/2018,565,13/11/2018,639,"R",74,17/05/2018,565,"R",85,08/11/2017,480,"R",72,15/05/2017,408,"R",77,09/11/2016,331,"R",76,10/05/2016,255,"R",77,"Oui",17/11/2009,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,15,2016,"Sappel",15,"Altair",17/02/2017,"Oui",28/08/2018,64,26/02/2019,95,"R",31,28/08/2018,64,"R",25,26/02/2018,39,"R",10,29/08/2017,29,"R",25,02/03/2017,4,"R",4,17/02/2017,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2015,"Sappel",15,"Altair",29/10/2015,"Oui",20/04/2018,90,26/10/2018,103,"R",13,20/04/2018,90,"R",16,24/10/2017,74,"R",27,26/04/2017,47,"R",17,17/10/2016,30,"R",15,14/04/2016,15,"R",15,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2012,"Sappel",15,"Altair",13/03/2013,"Oui",03/04/2018,444,02/10/2018,468,"R",24,03/04/2018,444,"R",28,09/10/2017,416,"R",52,06/04/2017,364,"R",65,30/09/2016,299,"R",51,26/04/2016,248,"R",52,"Oui",02/05/2013,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",10/03/2015,60,2001,"Wateau",15,"Marly 2",23/05/2002,,12/04/2018,0,15/10/2018,0,"R",0,12/04/2018,0,"R",0,16/10/2017,0,"R",0,20/04/2017,0,"R",0,12/10/2016,0,"R",0,05/04/2016,0,"R",0,,02/09/2009,03/09/2009
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,60,2018,"Sappel",15,"Altair",27/12/2018,"Oui",27/12/2018,0,27/12/2018,0,"R",0,27/12/2018,129,"R",0,17/10/2018,129,"R",3,18/04/2018,126,"R",22,20/10/2017,104,"R",23,25/04/2017,81,"R",22,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2018,"Sappel",15,"Altair",22/11/2018,"Oui",22/11/2018,0,22/11/2018,0,"R",0,22/11/2018,711,"R",0,30/10/2018,711,"R",0,24/05/2018,711,"R",13,26/04/2018,698,"R",8,27/10/2017,690,"R",29,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,15,2016,"Sappel",15,"Altair",05/08/2016,"Oui",24/08/2018,125,22/02/2019,152,"R",27,24/08/2018,125,"R",31,22/02/2018,94,"R",29,28/08/2017,65,"R",30,28/02/2017,35,"R",30,31/08/2016,5,"R",5,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2015,"Sappel",15,"Altair",23/07/2015,"Oui",10/04/2018,136,12/10/2018,138,"R",2,10/04/2018,136,"R",18,12/10/2017,118,"R",16,19/04/2017,102,"R",21,04/10/2016,81,"R",21,23/03/2016,60,"R",48,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2018,"Sappel",15,"Altair",23/01/2019,"Oui",23/01/2019,0,23/01/2019,0,"R",0,23/01/2019,588,"R",17,03/10/2018,571,"R",32,03/04/2018,539,"R",37,04/10/2017,502,"R",37,05/04/2017,465,"R",17,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2010,"Sappel",15,"Altair",17/01/2011,"Oui",06/09/2018,673,06/03/2019,702,"R",29,06/09/2018,673,"R",35,02/03/2018,638,"R",45,05/09/2017,593,"R",66,09/03/2017,527,"R",51,08/09/2016,476,"R",54,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2016,"Sappel",15,"Altair",19/07/2016,"Oui",24/08/2018,157,22/02/2019,194,"R",37,24/08/2018,157,"R",35,22/02/2018,122,"R",33,25/08/2017,89,"R",38,02/03/2017,51,"R",41,31/08/2016,10,"R",10,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","JARDIN","Non",,70,2016,"Sappel",15,"Altair",14/11/2016,"Oui",02/05/2018,45,05/11/2018,58,"R",13,02/05/2018,45,"R",15,06/11/2017,30,"R",15,05/05/2017,15,"R",15,14/11/2016,0,"R",0,14/11/2016,598,"R",1,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,55,2015,"Sappel",20,"Altair",14/08/2015,"Oui",10/04/2018,245,09/10/2018,289,"R",44,10/04/2018,245,"R",40,12/10/2017,205,"R",41,11/04/2017,164,"R",45,04/10/2016,119,"R",49,24/03/2016,70,"R",52,"Oui",26/02/2015,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,25,2010,"Sappel",15,"Altair",07/03/2011,"Oui",06/09/2018,989,06/03/2019,1056,"R",67,06/09/2018,989,"R",21,02/03/2018,968,"R",53,05/09/2017,915,"R",15,09/03/2017,900,"R",18,08/09/2016,882,"R",22,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,15,2013,"Sappel",15,"Altair",29/03/2013,"Oui",24/08/2018,399,26/02/2019,462,"R",63,24/08/2018,399,"R",65,22/02/2018,334,"R",66,28/08/2017,268,"R",51,02/03/2017,217,"R",54,30/08/2016,163,"R",35,"Oui",01/06/2015,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2014,"Sappel",15,"Altair",13/08/2014,"Oui",22/08/2018,233,20/02/2019,255,"R",22,22/08/2018,233,"R",31,21/02/2018,202,"R",23,21/08/2017,179,"R",36,15/02/2017,143,"R",23,23/08/2016,120,"R",35,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2016,"Sappel",15,"Altair",05/12/2016,"Oui",03/04/2018,61,02/10/2018,72,"R",11,03/04/2018,61,"R",16,04/10/2017,45,"R",21,05/04/2017,24,"R",24,05/12/2016,0,"R",0,05/12/2016,1049,"R",8,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2015,"Sappel",15,"Altair",05/05/2015,"Oui",24/08/2018,132,22/02/2019,147,"R",15,24/08/2018,132,"R",15,22/02/2018,117,"R",14,29/08/2017,103,"R",19,28/02/2017,84,"R",16,26/09/2016,68,"R",3,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2016,"Sappel",15,"Altair",26/01/2016,"Oui",06/09/2018,190,06/03/2019,227,"R",37,06/09/2018,190,"R",40,02/03/2018,150,"R",33,05/09/2017,117,"R",35,09/03/2017,82,"R",38,08/09/2016,44,"R",39,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2012,"Sappel",15,"Altair",19/03/2013,"Oui",10/04/2018,495,09/10/2018,545,"R",50,10/04/2018,495,"R",44,13/10/2017,451,"R",42,20/04/2017,409,"R",43,07/10/2016,366,"R",41,30/03/2016,325,"R",43,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,55,2016,"Sappel",15,"Altair",27/10/2016,"Oui",10/04/2018,56,12/10/2018,64,"R",8,10/04/2018,56,"R",16,12/10/2017,40,"R",28,11/04/2017,12,"R",12,27/10/2016,0,"R",0,27/10/2016,459,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2016,"Sappel",15,"Altair",29/07/2016,"Oui",25/04/2018,51,25/10/2018,66,"R",15,25/04/2018,51,"R",20,27/10/2017,31,"R",9,02/05/2017,22,"R",15,19/10/2016,7,"R",7,29/07/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2016,"Sappel",15,"Altair",01/08/2017,"Oui",17/05/2018,60,20/11/2018,100,"R",40,17/05/2018,60,"R",40,09/11/2017,20,"R",20,01/08/2017,0,"R",0,01/08/2017,1222,"R",19,12/05/2017,1203,"R",41,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2017,"Sappel",15,"Altair",08/11/2017,"Oui",24/08/2018,57,22/02/2019,97,"R",40,24/08/2018,57,"R",36,21/02/2018,21,"R",21,08/11/2017,0,"R",0,08/11/2017,612,"R",17,28/08/2017,595,"R",40,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2011,"Sappel",15,"Altair",10/02/2012,"Oui",10/04/2018,276,09/10/2018,298,"R",22,10/04/2018,276,"R",24,13/10/2017,252,"R",15,13/04/2017,237,"R",16,06/10/2016,221,"R",18,24/03/2016,203,"R",22,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2011,"Sappel",15,"Altair",10/02/2012,"Oui",24/08/2018,203,22/02/2019,214,"R",11,24/08/2018,203,"R",26,21/02/2018,177,"R",14,28/08/2017,163,"R",20,03/03/2017,143,"R",18,29/08/2016,125,"R",16,"Oui",07/08/2012,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,50,2009,"Sappel",15,"Altair",20/06/2012,"Oui",03/04/2018,446,02/10/2018,473,"R",27,03/04/2018,446,"R",23,09/10/2017,423,"R",32,06/04/2017,391,"R",30,30/09/2016,361,"R",32,26/04/2016,329,"R",29,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,70,2011,"Sappel",15,"Altair",06/02/2012,"Oui",02/05/2018,358,06/11/2018,397,"R",39,02/05/2018,358,"R",38,02/11/2017,320,"R",39,05/05/2017,281,"R",28,02/11/2016,253,"R",26,19/04/2016,227,"R",25,"Oui",09/03/2012,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,30,2002,"Socam",15,610,04/02/2002,,12/09/2018,26,07/03/2019,26,"R",0,12/09/2018,26,"R",3,08/03/2018,23,"R",0,08/09/2017,23,"R",0,14/03/2017,23,"R",0,15/09/2016,23,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Oui",07/11/2018,50,2014,"Sappel",15,"Altair",10/10/2014,"Oui",01/10/2018,3,07/11/2018,3,"R",0,01/10/2018,3,"R",0,03/04/2018,3,"R",0,03/10/2017,3,"R",0,05/04/2017,3,"R",2,28/09/2016,1,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2018,"Sappel",15,"Altair",19/02/2019,"Oui",19/02/2019,0,19/02/2019,0,"R",0,19/02/2019,17,"R",1,03/10/2018,16,"R",1,03/04/2018,15,"R",1,04/10/2017,14,"R",1,05/04/2017,13,"R",1,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2016,"Sappel",15,"Altair",16/11/2016,"Oui",23/04/2018,6,29/10/2018,8,"R",2,23/04/2018,6,"R",2,25/10/2017,4,"R",2,26/04/2017,2,"R",2,16/11/2016,0,"R",0,16/11/2016,98,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2013,"Sappel",15,"Altair",02/01/2014,"Oui",03/04/2018,201,02/10/2018,220,"R",19,03/04/2018,201,"R",27,03/10/2017,174,"R",16,07/04/2017,158,"R",28,30/09/2016,130,"R",18,26/04/2016,112,"R",26,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,75,2008,"Sappel",15,"V3/V4 Tot Indu",07/03/2008,"Oui",17/05/2018,4,20/11/2018,3,"R",-1,17/05/2018,4,"R",0,09/11/2017,4,"R",-1,12/05/2017,5,"R",0,08/11/2016,5,"R",0,04/05/2016,5,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2018,"Sappel",15,"Altair",08/03/2019,"Oui",08/03/2019,0,08/03/2019,0,"R",0,08/03/2019,87,"R",0,25/02/2019,87,"R",0,28/08/2018,87,"R",0,23/02/2018,87,"R",0,28/08/2017,87,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,50,2016,"Sappel",15,"Altair",22/06/2016,"Oui",30/03/2018,47,01/10/2018,73,"R",26,30/03/2018,47,"R",12,29/09/2017,35,"R",18,05/04/2017,17,"R",13,28/09/2016,4,"R",4,22/06/2016,0,"R",0,"Oui",19/04/2016,
"DIGNE LES BAINS","04070","Non",,"Non",,70,2012,"Sappel",15,"Altair",11/01/2013,"Oui",26/04/2018,496,06/11/2018,555,"R",59,26/04/2018,496,"R",50,03/11/2017,446,"R",56,04/05/2017,390,"R",54,03/11/2016,336,"R",58,18/04/2016,278,"R",52,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,65,2003,"Socam",15,610,26/01/2004,,24/04/2018,1360,30/10/2018,1436,"R",76,24/04/2018,1360,"R",35,30/10/2017,1325,"R",78,03/05/2017,1247,"R",37,27/10/2016,1210,"R",95,22/06/2016,1115,"R",9,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2018,"Sappel",15,"Altair",05/02/2019,"Oui",05/02/2019,0,05/02/2019,0,"R",0,05/02/2019,88,"R",1,02/10/2018,87,"R",6,04/04/2018,81,"R",2,03/10/2017,79,"R",6,06/04/2017,73,"R",2,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,65,2004,"Kent",15,"KVM",01/06/2004,,24/04/2018,365,25/10/2018,367,"R",2,24/04/2018,365,"R",9,26/10/2017,356,"R",5,02/05/2017,351,"R",8,20/10/2016,343,"R",6,14/04/2016,337,"R",10,"Oui",14/02/2011,
"DIGNE LES BAINS","04070","Non",,"Non",,65,2012,"Sappel",15,"Altair",27/07/2012,"Oui",23/04/2018,1791,29/10/2018,2002,"R",211,23/04/2018,1791,"R",77,23/02/2018,1714,"U",0,22/02/2018,1714,"R",114,26/10/2017,1600,"R",141,28/04/2017,1459,"R",181,"Oui",23/02/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,65,2017,"Sappel",15,"Altair",19/09/2017,"Oui",23/04/2018,6,25/10/2018,11,"R",5,23/04/2018,6,"R",5,26/10/2017,1,"R",1,19/09/2017,0,"R",0,19/09/2017,133,"R",4,27/04/2017,129,"R",6,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2012,"Sappel",15,"Altair",07/05/2012,"Oui",04/04/2018,311,02/10/2018,313,"R",2,04/04/2018,311,"R",1,04/10/2017,310,"R",1,05/04/2017,309,"R",2,30/09/2016,307,"R",2,17/03/2016,305,"R",2,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,50,2013,"Sappel",15,"Altair",21/05/2013,"Oui",03/04/2018,155,02/10/2018,167,"R",12,03/04/2018,155,"R",13,03/10/2017,142,"R",24,06/04/2017,118,"R",10,30/09/2016,108,"R",12,25/04/2016,96,"R",7,"Oui",31/03/2010,
"DIGNE LES BAINS","04070","Non",,"Non",,55,2002,"Socam",15,610,13/01/2003,,11/04/2018,68,12/10/2018,74,"R",6,11/04/2018,68,"R",0,16/10/2017,68,"R",1,14/04/2017,67,"R",0,07/10/2016,67,"R",2,29/03/2016,65,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,50,2011,"Sappel",15,"Altair",01/07/2011,"Oui",05/04/2018,0,02/10/2018,0,"R",0,05/04/2018,0,"R",0,09/10/2017,0,"R",0,06/04/2017,0,"R",0,30/09/2016,0,"R",0,26/04/2016,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",09/10/2013,50,2007,"Sappel",15,"Altair",04/01/2007,,30/03/2018,83,28/09/2018,83,"R",0,30/03/2018,83,"R",0,09/10/2017,83,"R",0,05/04/2017,83,"R",0,17/03/2016,83,"R",0,14/09/2015,83,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",28/09/2015,"Oui",04/04/2018,26,02/10/2018,31,"R",5,04/04/2018,26,"R",5,03/10/2017,21,"R",5,06/04/2017,16,"R",6,29/09/2016,10,"R",5,25/04/2016,5,"R",5,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,70,2007,"Sappel",15,"Altair",18/06/2007,"Oui",02/05/2018,632,05/11/2018,663,"R",31,02/05/2018,632,"R",25,03/11/2017,607,"R",27,05/05/2017,580,"R",22,14/12/2016,558,"R",6,03/11/2016,552,"R",26,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2002,"Socam",15,610,23/01/2002,,13/09/2018,327,07/03/2019,333,"R",6,13/09/2018,327,"R",6,08/03/2018,321,"R",9,07/09/2017,312,"R",1,15/03/2017,311,"R",4,12/09/2016,307,"R",1,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,75,2014,"Sappel",15,"Altair",27/03/2014,"Oui",15/05/2018,47,08/11/2018,52,"R",5,15/05/2018,47,"R",0,07/11/2017,47,"R",22,11/05/2017,25,"R",2,08/11/2016,23,"R",4,29/04/2016,19,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,60,2017,"Sappel",15,"Altair",20/03/2018,"Oui",17/04/2018,0,18/10/2018,3,"R",3,17/04/2018,0,"R",0,20/03/2018,0,"R",0,20/03/2018,118,"R",2,17/10/2017,116,"R",4,25/04/2017,112,"R",4,"Oui",02/09/2009,
