"Adresse : Ville","COLL_INSEE","ACCESSIBILITE _COMPTEUR","EMPLACEMENT_TYPE","FERMETURE_COMPTEUR","FERMETURE_DATE","TOURNEE_CODE","ANNEE_COMPTEUR","MARQUE_COMPTEUR","DIAMETRE_COMPTEUR","TYPE_COMPTEUR","POSE_DATE","Radio relève","ANCIEN_RELEVE_DATE","ANCIEN_INDEX","NOUVEAU_RELEVE-DATE","NOUVEAU_RELEVE","RELEVE_TYPE","CONSOMMATION","RELEVE_N-1_DATE","RELEVE_N-1","RELEVE_N-1_TYPE","CONSOMMATION","RELEVE_N-2_DATE","RELEVE_N-2","RELEVE_N-2_TYPE","CONSOMMATION","RELEVE_N-3_DATE","RELEVE_N-3","RELEVE_N-3_TYPE","CONSOMMATION_N-3","RELEVE_N-4_DATE","RELEVE_N-4","RELEVE_N-4_TYPE","CONSOMMATION_N-4","RELEVE_N-5_DATE","RELEVE_N-5","RELEVE_N-5_TYPE","CONSOMMATION_N-5","CONTRAT_ACTIF","OUVERTURE_CONTRAT_DATE","CLOTURE_CONTRAT_DATE"
"DIGNE LES BAINS","04070","Non",,"Non",,45,2012,"Sappel",15,"Altair",30/04/2013,"Oui",27/09/2018,148,26/03/2019,158,"R",10,27/09/2018,148,"R",12,22/03/2018,136,"R",12,26/09/2017,124,"R",16,30/03/2017,108,"R",17,26/09/2016,91,"R",15,"Oui",16/05/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",02/07/2013,40,2014,"Sappel",15,"Altair",06/02/2015,"Oui",24/09/2018,0,18/03/2019,0,"R",0,24/09/2018,0,"R",0,20/03/2018,0,"R",0,21/09/2017,0,"R",0,29/03/2017,0,"R",0,21/09/2016,0,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,65,2004,"Kent",15,"KVM",17/06/2004,,25/10/2018,1156,19/03/2019,1160,"U",4,25/10/2018,1156,"R",10,24/04/2018,1146,"R",12,01/01/2018,1134,"R",0,26/10/2017,1134,"R",11,02/05/2017,1123,"R",12,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,10,2018,"Sappel",15,"Altair",20/04/2018,"Oui",28/12/2018,33,19/02/2019,47,"R",14,28/12/2018,33,"R",0,23/12/2018,33,"U",19,21/08/2018,14,"R",14,20/04/2018,0,"R",0,20/04/2018,281,"R",9,"Oui",28/12/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2012,"Sappel",20,"Altair",15/11/2013,"Oui",14/09/2018,1266,12/03/2019,1269,"R",3,14/09/2018,1266,"R",10,13/03/2018,1256,"R",342,07/09/2017,914,"R",236,20/03/2017,678,"R",2,12/09/2016,676,"R",13,"Oui",01/01/2011,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2015,"Sappel",15,"Altair",10/12/2015,"Oui",23/08/2018,229,18/02/2019,273,"R",44,23/08/2018,229,"R",50,14/02/2018,179,"R",55,21/08/2017,124,"R",47,23/02/2017,77,"R",46,22/08/2016,31,"R",31,"Oui",22/01/2016,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,60,2013,"Sappel",15,"Altair",05/06/2013,"Oui",10/05/2018,451,16/10/2018,503,"R",52,10/05/2018,451,"U",0,17/04/2018,451,"R",2,09/01/2018,449,"R",1,19/10/2017,448,"R",14,21/04/2017,434,"R",60,"Oui",10/05/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2014,"Sappel",15,"Altair",30/06/2015,"Oui",06/09/2018,71,06/03/2019,77,"R",6,06/09/2018,71,"R",9,02/03/2018,62,"R",7,06/09/2017,55,"R",12,09/03/2017,43,"R",15,08/09/2016,28,"R",1,"Oui",11/08/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2014,"Sappel",15,"Altair",30/06/2015,"Oui",06/09/2018,148,06/03/2019,173,"R",25,06/09/2018,148,"R",2,27/08/2018,146,"R",0,28/06/2018,146,"U",3,02/03/2018,143,"R",3,01/10/2017,140,"U",0,"Oui",27/08/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2013,"Sappel",15,"Altair",09/04/2014,"Oui",21/08/2018,235,19/02/2019,246,"R",11,21/08/2018,235,"R",28,21/02/2018,207,"R",33,17/08/2017,174,"R",24,15/02/2017,150,"R",20,23/08/2016,130,"R",29,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,40,2016,"Sappel",20,"Altair",07/03/2017,"Oui",24/09/2018,541,15/03/2019,673,"R",132,24/09/2018,541,"R",145,19/03/2018,396,"R",201,20/09/2017,195,"R",174,28/03/2017,21,"R",21,07/03/2017,0,"R",0,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",28/09/2015,"Oui",04/04/2018,106,02/10/2018,124,"R",18,04/04/2018,106,"R",17,03/10/2017,89,"R",27,06/04/2017,62,"R",23,29/09/2016,39,"R",15,25/04/2016,24,"R",23,"Oui",20/10/2011,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,55,2015,"Sappel",15,"Altair",21/05/2015,"Oui",12/04/2018,428,15/10/2018,498,"R",70,12/04/2018,428,"R",75,12/10/2017,353,"R",72,18/04/2017,281,"R",81,05/10/2016,200,"R",78,24/03/2016,122,"R",72,"Oui",12/12/2011,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2015,"Sappel",15,"Altair",11/02/2016,"Oui",12/09/2018,14,08/03/2019,17,"R",3,12/09/2018,14,"R",2,14/03/2018,12,"R",4,12/09/2017,8,"R",4,10/03/2017,4,"R",3,13/09/2016,1,"R",1,"Oui",11/02/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2014,"Sappel",15,"Altair",01/10/2014,"Oui",24/09/2018,160,18/03/2019,174,"R",14,24/09/2018,160,"R",19,19/03/2018,141,"R",6,06/02/2018,135,"U",0,27/01/2018,135,"U",0,11/01/2018,135,"R",4,"Oui",06/02/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2012,"Sappel",15,"Altair",28/03/2013,"Oui",29/12/2018,639,06/03/2019,640,"R",1,29/12/2018,639,"U",32,06/09/2018,607,"R",59,02/03/2018,548,"R",57,05/09/2017,491,"R",50,09/03/2017,441,"R",59,,02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2014,"Sappel",15,"Altair",29/01/2015,"Oui",07/09/2018,588,06/03/2019,604,"R",16,07/09/2018,588,"U",0,06/09/2018,588,"R",67,02/03/2018,521,"R",81,05/09/2017,440,"R",74,09/03/2017,366,"R",74,,06/09/2011,07/09/2018
"DIGNE LES BAINS","04070","Non",,"Non",,25,2016,"Sappel",15,"Altair",04/04/2016,"Oui",06/09/2018,142,06/03/2019,170,"R",28,06/09/2018,142,"R",3,30/04/2018,139,"U",8,03/03/2018,131,"R",0,02/03/2018,131,"R",1,05/09/2017,130,"R",0,"Oui",01/08/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,50,2017,"Sappel",15,"Altair",07/03/2018,"Oui",30/03/2018,1,02/10/2018,10,"R",9,30/03/2018,1,"R",1,07/03/2018,0,"R",0,07/03/2018,414,"R",8,29/09/2017,406,"U",9,05/04/2017,397,"U",11,"Oui",15/02/2013,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2014,"Sappel",15,"Altair",28/07/2014,"Oui",06/09/2018,133,06/03/2019,143,"R",10,06/09/2018,133,"R",14,02/03/2018,119,"R",12,05/09/2017,107,"R",17,09/03/2017,90,"R",17,08/09/2016,73,"R",21,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2016,"Sappel",15,"Altair",18/05/2016,"Oui",06/09/2018,6,06/03/2019,8,"R",2,06/09/2018,6,"R",1,02/03/2018,5,"R",1,05/09/2017,4,"R",2,09/03/2017,2,"R",1,08/09/2016,1,"R",1,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2014,"Sappel",15,"Altair",28/07/2014,"Oui",06/09/2018,74,06/03/2019,81,"R",7,06/09/2018,74,"R",16,02/03/2018,58,"R",6,05/09/2017,52,"R",4,09/03/2017,48,"R",8,08/09/2016,40,"R",10,"Oui",02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2014,"Sappel",15,"Altair",24/12/2014,"Oui",06/09/2018,90,06/03/2019,104,"R",14,06/09/2018,90,"R",16,02/03/2018,74,"R",12,05/09/2017,62,"R",13,09/03/2017,49,"R",9,08/09/2016,40,"R",14,"Oui",17/12/2012,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2010,"Sappel",15,"Altair",05/10/2010,"Oui",24/09/2018,218,18/03/2019,228,"R",10,24/09/2018,218,"R",11,20/03/2018,207,"R",7,21/09/2017,200,"R",16,29/03/2017,184,"R",17,21/09/2016,167,"R",10,"Oui",13/10/2011,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,10,2018,"Sappel",15,"Altair",19/06/2018,"Oui",23/08/2018,8,18/02/2019,29,"R",21,23/08/2018,8,"R",8,19/06/2018,0,"R",0,19/06/2018,583,"R",8,20/02/2018,575,"R",16,23/08/2017,559,"R",19,"Oui",01/03/2013,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,60,2012,"Sappel",15,"Altair",12/04/2013,"Oui",17/04/2018,218,19/10/2018,230,"R",12,17/04/2018,218,"R",9,17/10/2017,209,"R",14,25/04/2017,195,"R",11,14/10/2016,184,"R",8,28/04/2016,176,"R",3,"Oui",24/11/2015,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,45,2003,"Socam",15,610,19/06/2003,,27/09/2018,971,26/03/2019,1008,"R",37,27/09/2018,971,"R",45,26/03/2018,926,"R",40,26/09/2017,886,"R",50,30/03/2017,836,"R",44,27/09/2016,792,"R",46,"Oui",28/04/2012,
"DIGNE LES BAINS","04070","Non",,"Non",,20,2012,"Sappel",15,"Altair",02/07/2012,"Oui",05/09/2018,350,04/03/2019,377,"R",27,05/09/2018,350,"R",17,28/02/2018,333,"R",27,09/09/2017,306,"R",0,04/09/2017,306,"R",0,01/09/2017,306,"R",0,"Oui",09/09/2017,
"DIGNE LES BAINS","04070","Non",,"Non",,40,2013,"Sappel",15,"Altair",04/10/2013,"Oui",21/09/2018,224,15/03/2019,250,"R",26,21/09/2018,224,"R",31,19/03/2018,193,"R",30,22/09/2017,163,"R",15,19/06/2017,148,"R",0,15/03/2016,148,"R",0,"Oui",19/06/2017,
"DIGNE LES BAINS","04070","Non",,"Non",,60,1997,"Kent",15,"PSM-T",20/06/1997,,12/04/2018,399,15/10/2018,399,"R",0,12/04/2018,399,"R",0,16/10/2017,399,"R",0,21/04/2017,399,"R",0,20/05/2015,399,"R",0,07/11/2014,399,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Non","PALIER","Non",,20,2011,"Sappel",15,"Altair",18/08/2011,"Oui",05/09/2018,697,01/03/2019,759,"R",62,05/09/2018,697,"R",56,27/02/2018,641,"R",47,31/08/2017,594,"R",49,07/03/2017,545,"R",34,08/10/2016,511,"R",0,"Oui",08/10/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2011,"Sappel",15,"Altair",18/08/2011,"Oui",05/09/2018,533,01/03/2019,547,"R",14,05/09/2018,533,"R",55,27/02/2018,478,"R",36,31/08/2017,442,"R",41,07/03/2017,401,"R",31,01/11/2016,370,,0,"Oui",04/11/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,30,2016,"Sappel",15,"Altair",21/11/2016,"Oui",17/09/2018,91,08/03/2019,106,"R",15,17/09/2018,91,"R",21,13/03/2018,70,"R",7,18/01/2018,63,"R",1,01/12/2017,62,"R",0,30/11/2017,62,"U",0,"Oui",01/12/2017,
"DIGNE LES BAINS","04070","Oui",,"Non",,10,2016,"Sappel",15,"Altair",25/08/2017,"Oui",21/08/2018,35,15/02/2019,48,"R",13,21/08/2018,35,"R",19,16/02/2018,16,"R",16,25/08/2017,0,"R",0,25/08/2017,611,"R",0,17/08/2017,611,"R",16,"Oui",28/12/2015,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",19/04/2017,60,2015,"Sappel",15,"Altair",10/06/2016,"Oui",17/04/2018,23,16/10/2018,23,"R",0,17/04/2018,23,"R",0,17/10/2017,23,"R",0,21/04/2017,23,"R",0,07/04/2017,23,"U",1,07/12/2016,22,"R",8,,02/09/2009,
"DIGNE LES BAINS","04070","Non",,"Non",,15,2016,"Sappel",15,"Altair",22/03/2016,"Oui",28/08/2018,147,26/02/2019,176,"R",29,28/08/2018,147,"R",33,26/02/2018,114,"R",29,29/08/2017,85,"R",29,02/03/2017,56,"R",34,30/08/2016,22,"R",22,"Oui",21/03/2016,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,15,2014,"Sappel",15,"Altair",05/12/2014,"Oui",28/08/2018,208,26/02/2019,225,"R",17,28/08/2018,208,"R",25,26/02/2018,183,"R",29,29/08/2017,154,"R",21,02/03/2017,133,"R",31,30/08/2016,102,"R",28,"Oui",09/10/2013,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2011,"Sappel",15,"Altair",26/07/2011,"Oui",28/08/2018,286,25/02/2019,310,"R",24,28/08/2018,286,"R",24,23/02/2018,262,"R",20,10/11/2017,242,"U",0,02/10/2017,242,"U",1,28/08/2017,241,"R",16,"Oui",10/11/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2010,"Sappel",15,"Altair",04/01/2011,"Oui",03/04/2018,515,01/10/2018,544,"R",29,03/04/2018,515,"R",28,03/10/2017,487,"R",32,05/04/2017,455,"R",27,29/09/2016,428,"R",10,28/07/2016,418,"R",0,"Oui",28/07/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2011,"Sappel",15,"Altair",07/02/2012,,03/07/2018,49,02/10/2018,52,"R",3,03/07/2018,49,"U",0,05/04/2018,49,"R",0,03/10/2017,49,"R",0,06/04/2017,49,"R",0,04/03/2017,49,"R",5,"Oui",03/07/2018,
"DIGNE LES BAINS","04070","Oui","CAVE","Non",,50,2016,"Sappel",15,"Altair",18/11/2016,"Oui",29/06/2018,106,10/10/2018,106,"R",0,29/06/2018,106,"U",16,04/04/2018,90,"R",31,03/10/2017,59,"R",34,06/04/2017,25,"R",25,18/11/2016,0,"R",0,"Oui",10/10/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,55,2014,"Sappel",15,"Altair",31/01/2014,"Oui",10/04/2018,130,09/10/2018,137,"R",7,10/04/2018,130,"R",7,12/10/2017,123,"R",23,12/04/2017,100,"R",21,06/10/2016,79,"R",23,06/04/2016,56,"R",0,"Oui",06/04/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2017,"Sappel",15,"Altair",28/02/2018,"Oui",03/04/2018,1,02/10/2018,2,"R",1,03/04/2018,1,"R",1,28/02/2018,0,"R",0,28/02/2018,374,"R",40,04/10/2017,334,"R",24,05/04/2017,310,"R",32,"Oui",13/04/2015,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,45,2004,"Kent",15,"KVM",07/01/2005,,28/09/2018,886,26/03/2019,921,"R",35,28/09/2018,886,"R",36,29/03/2018,850,"R",35,27/09/2017,815,"R",35,31/03/2017,780,"R",36,28/09/2016,744,"R",26,"Oui",26/05/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,10,2018,"Sappel",15,"Altair",20/04/2018,"Oui",14/03/2019,21,15/03/2019,21,"U",0,14/03/2019,21,"U",1,19/02/2019,20,"R",14,21/08/2018,6,"R",6,20/04/2018,0,"R",0,20/04/2018,618,"R",5,"Oui",15/03/2019,
"DIGNE LES BAINS","04070","Non","CAVE","Oui",08/08/2017,10,2013,"Sappel",15,"Altair",05/07/2013,"Oui",23/08/2018,72,20/02/2019,72,"R",0,23/08/2018,72,"R",0,19/02/2018,72,"R",0,22/08/2017,72,"R",0,27/07/2017,72,"R",3,21/04/2017,69,"R",3,,02/09/2009,
"DIGNE LES BAINS","04070","Oui",,"Non",,55,2013,"Sappel",40,"Altair",27/08/2013,"Oui",10/04/2018,8255,09/10/2018,9172,"R",917,10/04/2018,8255,"R",987,12/10/2017,7268,"R",866,11/04/2017,6402,"R",818,04/10/2016,5584,"R",806,29/03/2016,4778,"R",902,"Oui",01/01/2014,
"DIGNE LES BAINS","04070","Non",,"Non",,60,2011,"Sappel",15,"Altair",10/06/2011,"Oui",15/10/2018,126,31/10/2018,126,"R",0,15/10/2018,126,"U",2,02/10/2018,124,"R",0,17/04/2018,124,"R",0,16/10/2017,124,"R",0,21/04/2017,124,"R",0,"Oui",02/10/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2013,"Sappel",15,"Altair",24/12/2013,"Oui",28/09/2018,233,01/10/2018,233,"R",0,28/09/2018,233,"U",32,03/04/2018,201,"R",33,03/10/2017,168,"R",22,05/04/2017,146,"R",27,29/09/2016,119,"R",8,"Oui",29/09/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,20,2016,"Sappel",15,"Altair",30/09/2016,"Oui",01/11/2018,73,04/03/2019,79,"R",6,01/11/2018,73,"U",0,25/10/2018,73,"R",1,03/09/2018,72,"R",20,02/03/2018,52,"R",30,04/09/2017,22,"R",19,"Oui",01/11/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2018,"Sappel",15,"Altair",19/02/2019,"Oui",19/02/2019,0,19/02/2019,0,"R",0,19/02/2019,335,"R",24,02/10/2018,311,"R",19,05/04/2018,292,"R",2,22/02/2018,290,"R",0,03/10/2017,290,"R",0,"Oui",22/02/2018,
"DIGNE LES BAINS","04070","Non","CAVE","Non",,40,2016,"Sappel",15,"Altair",20/12/2016,"Oui",09/10/2018,57,19/03/2019,57,"R",0,09/10/2018,57,"R",0,24/09/2018,57,"R",0,19/03/2018,57,"R",9,20/09/2017,48,"R",36,29/03/2017,12,"R",12,,24/10/2016,12/10/2018
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,30,2014,"Sappel",15,"Altair",03/06/2015,"Oui",04/10/2018,103,07/03/2019,112,"R",9,04/10/2018,103,"R",0,12/09/2018,103,"R",4,07/08/2018,99,"R",4,29/06/2018,95,"R",8,07/03/2018,87,"R",16,"Oui",14/10/2015,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2015,"Sappel",15,"Altair",05/05/2015,"Oui",24/08/2018,58,22/02/2019,64,"R",6,24/08/2018,58,"R",4,22/02/2018,54,"R",4,29/08/2017,50,"R",2,20/04/2017,48,"R",0,28/02/2017,48,"R",0,"Oui",20/04/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,30,2013,"Sappel",15,"Altair",19/01/2019,"Oui",19/01/2019,325,11/03/2019,331,"R",6,19/01/2019,325,"R",0,19/01/2019,598,"R",6,12/09/2018,592,"R",13,08/03/2018,579,"R",14,08/09/2017,565,"R",14,"Oui",27/08/2015,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2015,"Sappel",15,"Altair",27/06/2015,"Oui",11/09/2018,116,22/02/2019,145,"R",29,11/09/2018,116,"R",0,24/08/2018,116,"R",0,30/04/2018,116,"R",5,22/02/2018,111,"R",18,04/09/2017,93,"R",0,"Oui",11/09/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,20,2011,"Sappel",15,"Altair",16/08/2011,"Oui",22/02/2019,229,01/03/2019,229,"R",0,22/02/2019,229,"U",0,21/02/2019,229,"U",14,05/09/2018,215,"R",15,27/02/2018,200,"R",14,31/08/2017,186,"R",12,,14/09/2016,22/02/2019
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2018,"Sappel",15,"Altair",28/05/2018,"Oui",28/05/2018,0,01/10/2018,12,"R",12,28/05/2018,0,"R",0,28/05/2018,394,"R",4,03/04/2018,390,"R",19,03/10/2017,371,"R",19,05/04/2017,352,"R",18,"Oui",02/07/2015,
"DIGNE LES BAINS","04070","Non",,"Non",,25,2015,"Sappel",15,"Altair",30/09/2015,"Oui",24/02/2019,141,06/03/2019,142,"R",1,24/02/2019,141,"U",16,06/09/2018,125,"R",15,02/03/2018,110,"R",10,25/11/2017,100,"U",0,16/10/2017,100,"U",1,,25/11/2017,24/02/2019
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2011,"Sappel",15,"Altair",29/02/2012,"Oui",06/09/2018,204,06/03/2019,229,"R",25,06/09/2018,204,"R",19,02/03/2018,185,"R",22,05/09/2017,163,"R",8,06/06/2017,155,"U",0,24/03/2017,155,"R",1,"Oui",06/06/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",10/11/2017,"Oui",30/03/2018,31,02/10/2018,58,"R",27,30/03/2018,31,"R",25,15/12/2017,6,"R",6,10/11/2017,0,"R",0,10/11/2017,754,"R",9,04/10/2017,745,"R",18,"Oui",18/03/2016,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,50,2017,"Sappel",15,"Altair",28/02/2018,"Oui",03/04/2018,3,02/10/2018,17,"R",14,03/04/2018,3,"R",3,28/02/2018,0,"R",0,28/02/2018,261,"R",13,04/10/2017,248,"R",15,05/04/2017,233,"R",17,"Oui",08/07/2014,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,15,2015,"Sappel",15,"Altair",05/05/2015,"Oui",24/08/2018,73,22/02/2019,89,"R",16,24/08/2018,73,"R",14,22/02/2018,59,"R",2,03/02/2018,57,"R",0,02/02/2018,57,"R",13,29/08/2017,44,"R",14,"Oui",03/02/2018,
"DIGNE LES BAINS","04070","Non",,"Non",,60,2012,"Sappel",15,"Altair",23/11/2012,"Oui",17/04/2018,229,15/10/2018,258,"R",29,17/04/2018,229,"R",23,16/10/2017,206,"R",21,21/04/2017,185,"R",20,11/10/2016,165,"R",1,29/09/2016,164,"R",0,"Oui",29/09/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,25,2012,"Sappel",15,"Altair",27/03/2013,"Oui",06/09/2018,96,06/03/2019,114,"R",18,06/09/2018,96,"R",2,06/08/2018,94,"U",12,02/03/2018,82,"R",14,05/09/2017,68,"R",3,12/07/2017,65,"U",0,"Oui",07/08/2018,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2016,"Sappel",15,"Altair",25/08/2016,"Oui",23/08/2018,148,15/02/2019,182,"R",34,23/08/2018,148,"R",42,16/02/2018,106,"R",36,17/08/2017,70,"R",33,22/02/2017,37,"R",37,25/08/2016,0,"R",0,"Oui",24/08/2016,
"DIGNE LES BAINS","04070","Non",,"Non",,55,2013,"Sappel",15,"Altair",26/06/2013,"Oui",12/04/2018,123,12/10/2018,147,"R",24,12/04/2018,123,"R",27,12/10/2017,96,"R",28,11/04/2017,68,"R",9,27/01/2017,59,"R",0,04/10/2016,59,"R",2,"Oui",27/01/2017,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,10,2012,"Sappel",15,"Altair",03/05/2012,"Oui",23/08/2018,312,18/02/2019,339,"R",27,23/08/2018,312,"R",16,20/02/2018,296,"R",25,21/08/2017,271,"R",20,24/02/2017,251,"R",20,27/09/2016,231,"R",0,"Oui",27/09/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2013,"Sappel",15,"Altair",24/12/2013,"Oui",03/04/2018,361,01/10/2018,406,"R",45,03/04/2018,361,"R",38,03/10/2017,323,"R",24,20/05/2017,299,"U",0,19/05/2017,299,"U",0,05/04/2017,299,"R",0,"Oui",20/05/2017,
"DIGNE LES BAINS","04070","Non",,"Non",,45,2016,"Sappel",15,"Altair",04/11/2016,"Oui",27/09/2018,92,26/03/2019,116,"R",24,27/09/2018,92,"R",25,26/03/2018,67,"R",22,26/09/2017,45,"R",28,30/03/2017,17,"R",17,04/11/2016,0,"R",0,"Oui",03/11/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,60,2015,"Sappel",15,"Altair",08/09/2017,"Oui",17/04/2018,10,18/10/2018,13,"R",3,17/04/2018,10,"R",0,12/03/2018,10,"R",1,09/02/2018,9,"U",0,31/01/2018,9,"U",6,17/10/2017,3,"R",3,"Oui",09/02/2018,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",24/03/2016,"Oui",14/01/2019,46,11/02/2019,46,"R",0,14/01/2019,46,"U",6,01/10/2018,40,"R",7,03/04/2018,33,"R",6,03/10/2017,27,"R",8,05/04/2017,19,"R",5,"Oui",11/02/2019,
"DIGNE LES BAINS","04070","Non","JARDIN","Non",,30,2016,"Sappel",15,"Altair",02/06/2016,"Oui",17/09/2018,110,07/03/2019,135,"R",25,17/09/2018,110,"R",30,13/03/2018,80,"R",26,12/09/2017,54,"R",16,27/05/2017,38,"U",0,24/05/2017,38,"U",7,"Oui",27/05/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2011,"Sappel",15,"Altair",30/11/2011,"Oui",17/08/2018,121,02/10/2018,123,"R",2,17/08/2018,121,"R",0,30/03/2018,121,"R",7,09/10/2017,114,"R",13,06/04/2017,101,"R",8,28/12/2016,93,"R",0,"Oui",17/08/2018,
"DIGNE LES BAINS","04070","Non","GARAGE","Non",,50,2013,"Sappel",15,"Altair",17/05/2013,"Oui",05/04/2018,701,02/10/2018,779,"R",78,05/04/2018,701,"R",86,09/10/2017,615,"R",86,06/04/2017,529,"R",89,03/10/2016,440,"R",69,02/08/2016,371,"R",0,"Oui",01/08/2016,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,40,2017,"Sappel",15,"Altair",18/01/2018,"Oui",24/09/2018,99,15/03/2019,161,"R",62,24/09/2018,99,"R",80,19/03/2018,19,"R",19,18/01/2018,0,"R",0,18/01/2018,853,"R",41,20/09/2017,812,"R",20,"Oui",12/07/2017,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,50,2015,"Sappel",15,"Altair",10/11/2017,"Oui",30/03/2018,45,02/10/2018,103,"R",58,30/03/2018,45,"R",37,15/12/2017,8,"R",8,10/11/2017,0,"R",0,10/11/2017,1054,"R",17,04/10/2017,1037,"R",64,"Oui",06/09/2012,
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",12/03/2018,60,2012,"Sappel",15,"Altair",18/03/2013,"Oui",13/04/2018,284,15/10/2018,284,"R",0,13/04/2018,284,"R",0,02/03/2018,284,"U",6,16/10/2017,278,"R",18,20/04/2017,260,"R",6,01/02/2017,254,"R",4,,02/05/2012,02/03/2018
"DIGNE LES BAINS","04070","Oui","PALIER","Oui",17/12/2018,60,2011,"Sappel",15,"Altair",10/02/2012,"Oui",16/10/2018,879,07/12/2018,881,"R",2,16/10/2018,879,"R",2,25/09/2018,877,"U",62,17/04/2018,815,"R",61,27/10/2017,754,"R",0,21/04/2017,754,"R",0,,02/09/2009,
"DIGNE LES BAINS","04070","Oui","PALIER","Non",,65,2006,"Actaris",15,"Aquadis+",18/08/2006,,24/04/2018,771,24/10/2018,817,"R",46,24/04/2018,771,"R",50,26/10/2017,721,"R",37,02/05/2017,684,"R",50,20/10/2016,634,"R",38,12/04/2016,596,"R",38,"Oui",22/05/2012,
"DIGNE LES BAINS","04070","Oui","REGARD","Non",,55,2011,"Sappel",15,"Altair",09/07/2012,"Oui",26/02/2019,564,19/03/2019,564,"R",0,26/02/2019,564,"U",33,10/10/2018,531,"R",58,10/04/2018,473,"R",40,12/10/2017,433,"R",54,11/04/2017,379,"R",56,"Oui",19/03/2019,
