perimetre;nature;date;heure;date_heure;consommation;prevision_j1;prevision_j;fioul;charbon;gaz;nucleaire;eolien;solaire;hydraulique;pompage;bioenergies;ech_physiques;taux_co2;ech_comm_angleterre;ech_comm_espagne;ech_comm_italie;ech_comm_suisse;ech_comm_allemagne_belgique;fioul_tac;fioul_cogen;fioul_autres;gaz_tac;gaz_cogen;gaz_ccg;gaz_autres;hydraulique_fil_eau_eclusee;hydraulique_lacs;hydraulique_step_turbinage;bioenergies_dechets;bioenergies_biomasse;bioenergies_biogaz
France;Données temps réel;2022-01-13;00:00;2022-01-13T00:00:00+01:00;72452;72800;72600;211;1361;8395;46925;3161;0;7269;-1662;858;5934;83;1534;1638;-2526;-3200;7671;1;30;180;0;2842;5554;1;5982;1196;91;233;345;285
France;Données temps réel;2022-01-13;01:15;2022-01-13T01:15:00+01:00;70019;69850;69800;211;1400;7930;47003;2913;0;6691;-2396;873;5394;83;;;;;;0;31;180;0;2845;5085;1;5672;953;66;233;358;285
France;Données temps réel;2022-01-13;04:30;2022-01-13T04:30:00+01:00;66161;66300;66300;212;959;7562;47221;2714;0;6094;-3174;874;3699;76;1402;469;-2662;-2989;7654;1;31;180;0;2847;4715;1;5620;441;33;233;357;285
France;Données temps réel;2022-01-13;05:30;2022-01-13T05:30:00+01:00;68671;69000;69000;212;960;7695;47214;2473;0;6174;-2681;876;5748;77;2002;1896;-2656;-2939;7744;1;31;180;0;2844;4851;1;5579;595;0;236;357;285
France;Données temps réel;2022-01-13;07:15;2022-01-13T07:15:00+01:00;78175;79900;78300;212;1643;8389;47134;2601;0;8496;-30;874;8856;84;;;;;;1;31;180;0;2880;5509;1;6132;2241;123;228;361;285
France;Données temps réel;2022-01-13;07:45;2022-01-13T07:45:00+01:00;80822;82450;80750;211;1719;8649;47204;2633;0;10664;-30;869;8903;83;;;;;;1;31;179;0;2884;5765;1;6586;3266;812;220;360;285
France;Données temps réel;2022-01-13;08:15;2022-01-13T08:15:00+01:00;82417;83650;82550;212;1709;8921;47186;2648;212;12719;-21;876;7955;82;;;;;;2;31;179;0;2878;6043;1;6821;4106;1792;229;362;285
France;Données temps réel;2022-01-13;09:00;2022-01-13T09:00:00+01:00;83449;83700;83400;211;1703;8980;47267;2568;429;13274;-20;867;8170;81;1914;2100;-1084;-582;6179;1;31;179;0;2878;6102;1;6849;4129;2296;224;362;285
France;Données temps réel;2022-01-13;09:15;2022-01-13T09:15:00+01:00;83361;83750;83550;212;1716;8863;47277;2556;705;12582;-20;873;8597;82;;;;;;1;31;180;0;2879;5984;1;6792;3596;2194;226;362;285
France;Données temps réel;2022-01-13;10:15;2022-01-13T10:15:00+01:00;82971;83350;82950;211;1713;8794;47326;2242;2436;11595;-30;862;7822;81;;;;;;0;31;180;0;2854;5940;1;6615;3440;1540;225;356;285
France;Données temps réel;2022-01-13;11:15;2022-01-13T11:15:00+01:00;82314;82600;82200;212;1758;8433;47654;1785;3937;10433;-20;866;7256;79;;;;;;1;31;180;0;2846;5587;1;6386;3293;754;225;358;285
France;Données temps réel;2022-01-13;11:30;2022-01-13T11:30:00+01:00;82146;82500;82100;211;1764;8481;47753;1780;4202;9775;-20;863;7337;80;1498;2100;-557;-1477;5631;0;31;180;0;2848;5633;1;6390;3000;385;219;361;285
France;Données temps réel;2022-01-13;12:00;2022-01-13T12:00:00+01:00;82095;82900;82300;211;1745;8400;47747;1799;4551;9476;-30;867;7329;79;1764;2200;154;-1520;5893;0;31;180;0;2842;5558;1;6347;2797;332;226;361;285
France;Données temps réel;2022-01-13;13:00;2022-01-13T13:00:00+01:00;80883;82700;82600;212;1710;8355;47661;1719;5027;8435;-30;868;6926;79;1741;2200;-1039;-2099;6247;1;31;180;0;2825;5530;1;6120;2172;143;227;358;285
France;Données temps réel;2022-01-13;13:30;2022-01-13T13:30:00+01:00;79127;79600;79100;211;1784;8152;47635;1777;4937;7909;-117;869;5970;80;1741;2200;-1039;-2099;6247;0;31;180;0;2815;5337;1;5932;1877;100;229;356;285
France;Données temps réel;2022-01-13;14:45;2022-01-13T14:45:00+01:00;74889;76350;75850;213;1752;8310;47670;1735;4168;7400;-1308;876;4073;83;;;;;;2;31;180;0;2789;5521;1;5779;1587;34;229;359;285
France;Données temps réel;2022-01-13;17:00;2022-01-13T17:00:00+01:00;73925;75300;74400;211;1637;8014;47684;1987;440;8996;-72;872;4156;81;243;2543;-872;-1126;5338;0;31;180;0;2749;5265;1;6284;2060;652;230;366;285
France;Données temps réel;2022-01-13;17:30;2022-01-13T17:30:00+01:00;76394;77600;76700;213;1642;8168;47912;2181;226;9494;-76;883;5751;81;243;2543;-872;-1126;5338;2;31;180;0;2780;5388;1;6458;2208;828;236;362;285
France;Données temps réel;2022-01-13;19:15;2022-01-13T19:15:00+01:00;82951;83500;82600;211;1687;8833;48061;2889;0;14524;-20;874;5892;78;;;;;;0;31;180;0;2821;6012;1;6895;4764;2865;230;362;285
France;Données temps réel;2022-01-13;20:15;2022-01-13T20:15:00+01:00;79824;79850;79050;213;1585;8707;48110;2715;0;12278;-20;887;5349;79;;;;;;2;31;180;0;2807;5900;1;6716;3686;1876;233;365;285
France;Données temps réel;2022-01-13;21:15;2022-01-13T21:15:00+01:00;76023;75500;74700;212;1406;8519;48143;2660;0;8941;-20;911;5251;80;;;;;;1;31;180;0;2811;5708;1;6289;1964;688;242;376;285
France;Données temps réel;2022-01-13;21:45;2022-01-13T21:45:00+01:00;74157;73750;73000;212;1373;8245;48131;2647;0;7849;-449;886;5263;80;;;;;;1;31;180;0;2814;5431;1;6140;1209;500;231;379;285
France;Données temps réel;2022-01-13;23:15;2022-01-13T23:15:00+01:00;74797;75850;75250;213;1395;8278;48075;2369;0;7222;-98;910;6433;81;;;;;;2;31;180;0;2811;5468;1;5834;891;497;242;381;285
France;Données temps réel;2022-01-14;00:30;2022-01-14T00:30:00+01:00;72915;72100;73100;213;1381;8029;47984;2027;0;7481;-659;907;5552;80;1944;1221;205;-3133;6079;2;31;180;0;2772;5257;1;5481;1508;492;244;378;285
France;Données temps réel;2022-01-14;06:00;2022-01-14T06:00:00+01:00;73340;71900;73500;211;1374;8294;48327;1327;0;6260;-935;895;7587;84;2012;2518;-161;-2026;6621;0;31;180;0;2775;5520;1;5357;903;0;245;376;285
France;Données temps réel;2022-01-14;06:30;2022-01-14T06:30:00+01:00;76766;75600;76800;211;1630;8456;48478;1318;0;7050;-406;906;9123;86;2012;2518;-161;-2026;6621;1;31;179;0;2789;5667;1;5623;1389;38;241;377;285
France;Données temps réel;2022-01-14;07:15;2022-01-14T07:15:00+01:00;81510;80100;81750;211;1767;8728;48281;1276;0;11135;-20;894;9238;84;;;;;;1;31;179;0;2873;5855;1;6318;3480;1337;231;376;285
France;Données temps réel;2022-01-14;08:30;2022-01-14T08:30:00+01:00;86237;84500;86500;498;1766;8893;48330;1124;273;15643;-20;889;8841;83;505;2100;-382;532;6387;288;31;179;0;2932;5961;1;6876;4693;4074;234;371;285
France;Données temps réel;2022-01-14;12:45;2022-01-14T12:45:00+01:00;82265;81900;82350;212;1728;8246;48308;805;5257;9744;-30;891;7104;78;;;;;;2;31;179;0;2904;5343;1;6534;1946;1264;239;366;285
France;Données temps réel;2022-01-14;13:00;2022-01-14T13:00:00+01:00;80706;82400;82800;212;1687;8079;48331;771;5376;9386;-30;891;6003;77;-2014;2100;755;-2151;7322;2;31;179;0;2898;5181;1;6452;1823;1111;237;369;285
France;Données temps réel;2022-01-14;14:15;2022-01-14T14:15:00+01:00;76337;77000;76950;213;1715;7953;48261;699;5075;7895;-518;883;4161;79;;;;;;2;31;180;0;2787;5167;1;5936;1387;572;233;367;285
France;Données temps réel;2022-01-14;14:45;2022-01-14T14:45:00+01:00;74267;75400;75000;212;1706;7872;48251;701;4538;7282;-1075;887;3893;81;;;;;;1;31;180;0;2784;5088;1;5790;917;575;235;367;285
France;Données temps réel;2022-01-14;15:00;2022-01-14T15:00:00+01:00;73182;74600;73300;212;1702;7897;48259;699;4218;7250;-1074;887;3132;81;-2014;2168;-728;-2729;6686;2;31;179;0;2780;5117;1;5756;933;561;233;370;285
France;Données temps réel;2022-01-14;15:15;2022-01-14T15:15:00+01:00;73094;74100;72950;213;1701;7887;48266;652;3833;7289;-731;894;3090;81;;;;;;2;31;180;0;2752;5135;1;5703;1003;583;236;371;285
France;Données temps réel;2022-01-14;16:00;2022-01-14T16:00:00+01:00;71575;72900;71600;210;1689;7834;48225;676;2316;7890;-644;889;2490;82;-2014;2610;-1242;-1783;5239;0;31;179;0;2748;5087;1;5766;1565;559;241;367;285
France;Données temps réel;2022-01-14;16:30;2022-01-14T16:30:00+01:00;71308;73100;71200;213;1699;8133;48256;672;1350;8519;-664;900;2230;84;-2014;2610;-1242;-1783;4997;2;31;180;0;2754;5380;1;5945;1931;643;242;367;285
France;Données temps réel;2022-01-14;20:45;2022-01-14T20:45:00+01:00;76599;76000;76200;212;1686;8547;48369;873;0;9539;-21;899;6495;85;;;;;;1;31;180;0;2785;5763;1;6456;2201;882;244;370;285
France;Données temps réel;2022-01-14;22:00;2022-01-14T22:00:00+01:00;73568;72100;72200;212;1674;8306;48371;902;0;7910;-21;896;5318;85;-1889;2200;361;-759;5377;1;31;180;0;2769;5537;1;6228;1129;553;240;372;285
France;Données temps réel;2022-01-14;23:30;2022-01-14T23:30:00+01:00;74359;75300;75500;212;1328;8212;48360;1007;0;8202;-195;903;6330;80;-1155;1389;860;-1836;8019;1;31;180;0;2777;5435;1;5893;1248;1061;242;376;285
France;Données temps réel;2022-01-15;00:30;2022-01-15T00:30:00+01:00;72655;72600;72700;211;1143;8526;48304;1089;0;7881;-20;890;4631;79;-648;-2444;-1166;-1072;9697;0;31;180;0;2777;5749;1;5725;1344;812;238;371;285
France;Données temps réel;2022-01-15;01:00;2022-01-15T01:00:00+01:00;70891;70700;71000;213;1073;8117;48062;1122;0;7048;-20;893;4383;77;-582;-1820;-604;-1541;10045;2;31;180;0;2778;5340;1;5467;938;643;235;374;285
France;Données temps réel;2022-01-15;02:00;2022-01-15T02:00:00+01:00;70763;71000;71900;213;1063;8060;48387;1125;0;6120;-229;896;5128;78;-734;-852;-1042;-1543;10260;2;31;180;0;2783;5278;1;5281;718;121;241;366;285
France;Données temps réel;2022-01-15;02:45;2022-01-15T02:45:00+01:00;69296;68900;69350;212;1115;8180;48304;1232;0;5895;-2218;889;5687;82;;;;;;1;31;180;0;2780;5401;1;5171;689;35;241;366;285
France;Données temps réel;2022-01-15;05:15;2022-01-15T05:15:00+01:00;67074;66700;66500;211;878;7052;48224;1538;0;5524;-2888;892;5643;73;;;;;;1;31;179;0;2778;4275;1;4880;644;0;244;368;285
France;Données temps réel;2022-01-15;05:30;2022-01-15T05:30:00+01:00;66895;67300;67000;212;981;6953;48245;1545;0;5476;-2902;902;5483;74;1393;-995;-1338;-2338;9034;2;31;179;0;2782;4171;1;4898;578;0;245;371;285
France;Données temps réel;2022-01-15;06:30;2022-01-15T06:30:00+01:00;69170;69400;69300;213;1120;7231;48339;1722;0;5981;-1723;898;5389;75;1308;-683;-2506;-2045;9549;2;31;180;0;2779;4452;1;5169;812;0;243;365;285
France;Données temps réel;2022-01-15;06:45;2022-01-15T06:45:00+01:00;69466;69950;69850;212;1120;7174;48226;1727;0;6101;-1349;900;5355;75;;;;;;2;31;179;0;2779;4395;1;5204;897;0;242;369;285
France;Données temps réel;2022-01-15;07:30;2022-01-15T07:30:00+01:00;71722;72100;71900;212;1127;7592;48262;1712;0;6556;-688;890;6059;76;899;956;-2543;-1162;7589;1;31;180;0;2788;4805;1;5261;1254;41;242;365;285
France;Données temps réel;2022-01-15;10:45;2022-01-15T10:45:00+01:00;77143;78450;77250;212;1153;8244;48210;1094;3564;8919;-20;884;4883;73;;;;;;1;31;180;0;2710;5535;1;6087;2798;34;239;365;285
France;Données temps réel;2022-01-15;11:30;2022-01-15T11:30:00+01:00;76922;78000;76900;212;1111;8360;48303;937;4596;8446;-29;883;4103;73;-2014;1442;-103;-1376;6250;1;31;180;0;2694;5666;1;5978;2408;60;236;365;285
France;Données temps réel;2022-01-15;13:00;2022-01-15T13:00:00+01:00;76867;78900;78200;213;1079;8254;48607;771;5268;8107;-261;886;3943;71;-2014;0;119;-1679;6190;2;31;180;0;2722;5533;1;5868;1982;257;237;365;285
France;Données temps réel;2022-01-15;15:00;2022-01-15T15:00:00+01:00;69023;70200;69600;212;1070;8144;48530;763;3970;6306;-926;890;64;75;-2014;1551;56;-1959;1997;1;31;180;0;2688;5456;1;5018;1255;33;236;369;285
France;Données temps réel;2022-01-15;15:15;2022-01-15T15:15:00+01:00;68733;69750;69100;211;1057;8119;48437;750;3604;6617;-497;879;-444;74;;;;;;0;31;180;0;2695;5424;1;4972;1573;72;237;364;285
France;Données temps réel;2022-01-15;17:30;2022-01-15T17:30:00+01:00;70944;71600;71100;213;1127;8282;48538;809;252;10357;-41;902;505;75;-2013;2400;-19;-1354;1383;2;31;180;0;2716;5566;1;5873;3556;928;247;368;285
France;Données temps réel;2022-01-15;17:45;2022-01-15T17:45:00+01:00;72876;73100;72650;213;1150;8326;48563;854;215;12259;-54;902;448;73;;;;;;2;31;180;0;2722;5605;1;6159;4744;1356;242;367;285
