perimetre;nature;date;heure;date_heure;consommation;prevision_j1;prevision_j;fioul;charbon;gaz;nucleaire;eolien;solaire;hydraulique;pompage;bioenergies;ech_physiques;taux_co2;ech_comm_angleterre;ech_comm_espagne;ech_comm_italie;ech_comm_suisse;ech_comm_allemagne_belgique;fioul_tac;fioul_cogen;fioul_autres;gaz_tac;gaz_cogen;gaz_ccg;gaz_autres;hydraulique_fil_eau_eclusee;hydraulique_lacs;hydraulique_step_turbinage;bioenergies_dechets;bioenergies_biomasse;bioenergies_biogaz
France;Données temps réel;2021-12-08;14:15;2021-12-08T14:15:00+01:00;74284;74250;74100;175;1792;7845;41935;4790;2086;7821;-737;875;7702;86;;;;;;0;24;151;0;2664;5181;0;5583;1889;349;213;382;285
France;Données temps réel;2021-12-08;17:00;2021-12-08T17:00:00+01:00;73197;74400;73500;177;1782;7982;41944;4135;227;8124;-616;892;8550;89;-237;2450;-198;1350;6210;2;24;151;0;2662;5321;0;5728;1905;491;218;381;285
France;Données temps réel;2021-12-08;17:15;2021-12-08T17:15:00+01:00;74440;75600;74600;175;1761;7907;41951;4232;203;8609;-616;875;9343;88;;;;;;1;24;150;0;2668;5241;0;5728;1925;956;215;377;285
France;Données temps réel;2021-12-08;18:30;2021-12-08T18:30:00+01:00;78181;79800;78400;177;1834;8180;42036;5065;0;10073;0;870;9946;86;36;2450;-115;1046;6436;2;24;151;0;2677;5505;0;5794;2397;1882;216;372;285
France;Données temps réel;2021-12-08;18:45;2021-12-08T18:45:00+01:00;78825;80500;79000;177;1837;8218;42027;5142;0;10929;0;874;9621;85;;;;;;2;24;151;0;2675;5545;0;5932;2761;2236;216;372;285
France;Données temps réel;2021-12-08;19:45;2021-12-08T19:45:00+01:00;77915;78400;77100;176;1840;8097;42069;5404;0;9481;0;872;9976;86;;;;;;1;24;151;0;2685;5414;0;5692;2231;1558;222;371;285
France;Données temps réel;2021-12-08;20:00;2021-12-08T20:00:00+01:00;76950;77200;76000;177;1834;8019;42135;5416;0;9466;0;879;9024;85;1513;2450;-877;543;4806;2;24;151;0;2688;5332;0;5718;2512;1236;219;370;285
France;Données temps réel;2021-12-08;20:30;2021-12-08T20:30:00+01:00;74425;74500;73500;177;1731;8002;42135;5347;0;8816;0;875;7342;85;1513;2450;-877;543;4806;2;24;151;0;2680;5323;0;5613;2104;1099;221;371;285
France;Données temps réel;2021-12-08;20:45;2021-12-08T20:45:00+01:00;73266;73350;72450;177;1717;7820;42124;5371;0;8508;-162;870;6841;84;;;;;;2;24;151;0;2672;5149;0;5578;1868;1062;217;369;285
France;Données temps réel;2021-12-08;23:00;2021-12-08T23:00:00+01:00;70628;71000;71000;177;1793;8098;42115;5489;0;6408;-1797;881;7464;92;1883;2450;635;-627;3901;2;24;151;0;2690;5409;0;5263;1103;42;219;374;285
France;Données temps réel;2021-12-09;04:00;2021-12-09T04:00:00+01:00;62150;61000;62200;177;1460;5282;41633;5347;0;5958;-3285;882;4696;74;1176;3191;-1720;-2291;4708;2;24;151;0;2668;2615;0;4875;1083;0;224;374;287
France;Données temps réel;2021-12-09;05:30;2021-12-09T05:30:00+01:00;64523;64200;64700;176;1648;5338;42194;5144;0;6193;-1753;878;4705;75;1799;3046;-1904;-1994;4242;1;24;151;0;2675;2665;0;4982;1210;1;222;370;287
France;Données temps réel;2021-12-09;05:45;2021-12-09T05:45:00+01:00;65401;65100;65650;177;1737;5363;42232;5118;0;6459;-1089;882;4522;75;;;;;;2;24;151;0;2671;2694;0;5018;1439;2;220;372;287
France;Données temps réel;2021-12-09;07:00;2021-12-09T07:00:00+01:00;73019;73400;73300;177;1834;7369;42449;5306;0;9097;0;875;5912;82;1551;2050;-172;-74;3018;2;24;151;0;2746;4625;0;5371;3374;352;221;368;287
France;Données temps réel;2021-12-09;10:30;2021-12-09T10:30:00+01:00;77134;77100;77200;175;1850;8833;42475;5345;1749;12320;0;867;3520;84;1425;1850;-1748;776;1908;1;24;150;159;2844;5830;0;6142;3502;2676;221;364;287
France;Données temps réel;2021-12-09;12:30;2021-12-09T12:30:00+01:00;76371;76800;76400;177;1846;8557;42540;4677;2632;11556;-1;870;3517;83;1370;1850;-647;936;1193;2;24;151;160;2824;5573;0;6078;3098;2380;224;360;287
France;Données temps réel;2021-12-09;12:45;2021-12-09T12:45:00+01:00;77220;77550;76900;176;1845;8517;42568;4621;2808;11432;-1;872;4382;83;;;;;;1;24;151;141;2828;5548;0;6065;2991;2376;220;367;287
France;Données temps réel;2021-12-09;13:30;2021-12-09T13:30:00+01:00;74756;75900;74800;176;1845;8499;42566;4436;2626;10182;0;875;3551;85;884;1850;-1389;714;2451;1;24;151;139;2824;5536;0;5968;2149;2065;222;372;287
France;Données temps réel;2021-12-09;14:00;2021-12-09T14:00:00+01:00;74185;75300;74200;176;1847;8430;42611;4610;2437;9817;0;880;3377;85;397;1850;-2470;954;1862;1;24;151;153;2823;5454;0;5880;2116;1821;224;370;287
France;Données temps réel;2021-12-09;16:15;2021-12-09T16:15:00+01:00;71664;72500;71850;176;1842;8386;42715;4663;517;10739;0;874;1752;86;;;;;;1;24;151;0;2820;5568;0;5867;2643;2229;217;376;287
France;Données temps réel;2021-12-09;17:30;2021-12-09T17:30:00+01:00;75121;75700;75700;177;1758;8405;42868;5867;180;11502;0;873;3491;83;249;1950;-1114;189;2638;2;24;151;0;2825;5581;0;5946;3256;2300;216;370;287
France;Données temps réel;2021-12-09;18:45;2021-12-09T18:45:00+01:00;78443;78750;79400;176;1829;8444;42854;7337;0;11892;0;874;5037;82;;;;;;1;24;151;0;2823;5622;0;6076;2997;2819;222;370;287
France;Données temps réel;2021-12-09;19:15;2021-12-09T19:15:00+01:00;78529;78750;79500;176;1771;8460;42833;7711;0;10947;0;873;5758;82;;;;;;1;24;151;0;2834;5627;0;6017;2798;2132;216;373;287
France;Données temps réel;2021-12-09;19:45;2021-12-09T19:45:00+01:00;76968;77050;77750;176;1732;8183;42843;7954;0;9498;0;869;5713;81;;;;;;1;24;151;0;2829;5355;0;5853;2045;1600;217;370;287
France;Données temps réel;2021-12-09;20:30;2021-12-09T20:30:00+01:00;73422;73400;74000;175;1688;7980;42794;8254;0;7815;0;866;3850;81;1063;1800;-1785;-1700;5331;0;24;151;0;2780;5201;0;5639;1607;569;217;371;287
France;Données temps réel;2021-12-09;21:30;2021-12-09T21:30:00+01:00;69128;69300;69800;173;1449;6155;42510;8986;0;6384;-697;867;3301;70;1221;1772;-2394;-2120;5325;0;24;151;0;2710;3447;0;5282;757;345;216;370;287
France;Données temps réel;2021-12-09;22:45;2021-12-09T22:45:00+01:00;69693;69500;69850;173;1328;5721;42527;10060;0;6413;-959;868;3562;65;;;;;;0;24;151;0;2724;2998;0;5049;427;937;220;370;287
France;Données temps réel;2021-12-09;23:00;2021-12-09T23:00:00+01:00;69098;70500;70800;175;1311;5474;42426;10331;0;6194;-1120;876;3431;64;1892;2150;-2477;-1991;4975;0;24;151;0;2729;2747;0;5006;428;760;220;372;287
France;Données temps réel;2021-12-10;00:15;2021-12-10T00:15:00+01:00;67153;67600;66750;174;1154;5210;42318;11068;0;6012;-1516;881;1852;60;;;;;;0;25;151;0;2674;2537;0;4932;687;393;222;369;287
France;Données temps réel;2021-12-10;02:00;2021-12-10T02:00:00+01:00;63380;64900;64400;176;679;4153;41926;11483;0;5751;-2101;876;437;48;-1299;3050;-2204;-3200;4201;0;25;151;0;2626;1529;0;4827;924;0;215;371;287
France;Données temps réel;2021-12-10;04:00;2021-12-10T04:00:00+01:00;60440;60400;60700;175;762;3951;42102;11385;0;5311;-3014;865;-1097;49;-177;3168;-2778;-3098;1204;0;25;151;0;2602;1350;0;4871;440;0;210;371;287
France;Données temps réel;2021-12-10;04:45;2021-12-10T04:45:00+01:00;60021;60600;60250;176;757;3935;42229;10726;0;5392;-3007;872;-1059;49;;;;;;0;25;151;0;2615;1321;0;4930;462;0;214;371;287
France;Données temps réel;2021-12-10;05:00;2021-12-10T05:00:00+01:00;60470;60900;60600;174;780;4102;42425;10686;0;5577;-3004;876;-1146;50;-19;3191;-2887;-3200;1561;0;25;151;0;2612;1491;0;4995;582;0;217;371;287
France;Données temps réel;2021-12-10;06:30;2021-12-10T06:30:00+01:00;67069;68000;67200;178;1191;6781;42495;10726;0;6462;-1319;869;-314;69;1114;2400;-2581;-3175;2106;2;25;151;0;2672;4110;0;5051;1261;150;209;364;287
France;Données temps réel;2021-12-10;07:30;2021-12-10T07:30:00+01:00;73117;73900;73300;178;1190;7240;42750;10842;0;8040;-414;869;2422;68;1643;2400;-1890;-2921;3220;2;25;151;0;2717;4523;1;5402;2152;486;211;370;287
France;Données temps réel;2021-12-10;08:30;2021-12-10T08:30:00+01:00;75825;75700;75800;178;1189;7691;42793;11079;215;9693;-1;872;2116;68;1683;2400;-2061;-2848;3611;2;25;151;0;2697;4994;1;5825;2849;1019;213;368;287
France;Données temps réel;2021-12-10;09:00;2021-12-10T09:00:00+01:00;76377;76000;76800;176;1182;7585;42747;11585;248;10506;0;855;1493;67;1939;2008;-2165;-3019;2535;0;25;151;0;2702;4884;1;5960;3360;1186;212;362;287
France;Données temps réel;2021-12-10;09:15;2021-12-10T09:15:00+01:00;76628;76050;76800;176;1185;7775;42782;11880;327;10563;0;856;1084;67;;;;;;0;25;151;0;2699;5077;1;5942;3422;1199;211;364;287
France;Données temps réel;2021-12-10;12:00;2021-12-10T12:00:00+01:00;77389;76000;77400;177;1029;7787;42780;13185;1595;9910;-46;853;119;64;1743;2300;-2277;-2241;966;1;25;151;0;2681;5106;1;5676;3465;769;203;366;287
France;Données temps réel;2021-12-10;12:30;2021-12-10T12:30:00+01:00;77467;75500;76800;177;1017;7740;42776;13157;1895;9837;-54;845;77;63;1743;2300;-2277;-2241;901;1;25;151;0;2675;5065;1;5578;3396;863;198;364;287
France;Données temps réel;2021-12-10;14:15;2021-12-10T14:15:00+01:00;73956;72700;74000;177;1129;7804;42782;13393;1741;8454;0;830;-2354;66;;;;;;1;25;151;0;2669;5135;1;5442;1951;1061;193;345;287
France;Données temps réel;2021-12-10;15:00;2021-12-10T15:00:00+01:00;72064;71100;72300;262;1126;7527;42821;13070;1431;7890;0;820;-2883;66;1742;2445;-2811;-3195;-1289;86;25;151;0;2669;4858;1;5265;1841;784;194;341;287
France;Données temps réel;2021-12-10;15:15;2021-12-10T15:15:00+01:00;72019;70900;72000;222;1125;7763;42811;12968;1201;8173;-20;831;-3055;67;;;;;;46;25;151;0;2637;5126;1;5211;1972;990;198;344;287
France;Données temps réel;2021-12-10;16:15;2021-12-10T16:15:00+01:00;71432;69800;71350;178;1125;7470;42830;12497;520;9203;-66;833;-3158;65;;;;;;2;25;151;0;2666;4804;1;5508;2858;837;198;352;287
France;Données temps réel;2021-12-10;16:30;2021-12-10T16:30:00+01:00;71415;69600;71400;178;1130;7638;42838;12448;387;9465;-41;836;-3464;66;1147;2450;-2811;-2260;-2236;2;25;151;0;2664;4974;1;5608;2833;1024;193;356;287
France;Données temps réel;2021-12-10;22:15;2021-12-10T22:15:00+01:00;68077;67100;67750;177;956;7561;42606;10447;0;5962;-1025;857;536;70;;;;;;1;25;151;0;2621;4940;1;5145;661;156;210;358;287
France;Données temps réel;2021-12-10;23:15;2021-12-10T23:15:00+01:00;69399;69550;70050;177;917;7426;42484;9869;0;6209;-950;855;2412;69;;;;;;1;25;151;0;2623;4803;1;5129;754;326;216;355;287
France;Données temps réel;2021-12-11;00:15;2021-12-11T00:15:00+01:00;67663;65700;67250;186;1028;6247;42722;9356;0;6341;-722;856;1649;64;;;;;;2;33;151;0;2591;3656;1;5122;1219;0;203;355;287
France;Données temps réel;2021-12-11;01:00;2021-12-11T01:00:00+01:00;64415;62400;64800;186;927;4827;42340;9108;0;6132;-2110;842;2163;57;-1688;3237;-1640;-2623;4840;2;33;151;0;2602;2225;1;4966;1020;146;199;354;287
France;Données temps réel;2021-12-11;01:45;2021-12-11T01:45:00+01:00;63646;63200;64550;185;1001;4707;42393;8537;0;6108;-2486;846;2355;58;;;;;;1;33;151;0;2600;2108;1;4881;1056;171;204;359;287
France;Données temps réel;2021-12-11;05:15;2021-12-11T05:15:00+01:00;59751;58500;59550;185;1104;4383;42731;6259;0;4754;-3163;848;2650;62;;;;;;1;33;151;0;2595;1789;1;4666;88;0;202;359;287
France;Données temps réel;2021-12-11;09:00;2021-12-11T09:00:00+01:00;68809;67200;68100;186;1098;6756;42907;3726;385;7459;-42;853;5481;72;-1602;2682;-734;-2249;7721;2;33;151;0;2638;4118;1;4983;2149;327;208;362;287
France;Données temps réel;2021-12-11;09:15;2021-12-11T09:15:00+01:00;69439;67800;68650;186;1089;6915;42894;3643;635;7536;-41;852;5730;72;;;;;;2;33;151;0;2634;4282;1;5084;2040;412;208;361;287
France;Données temps réel;2021-12-11;11:30;2021-12-11T11:30:00+01:00;70213;69300;70000;186;1094;7539;42234;2295;2936;7578;-42;847;5546;75;-1605;2543;880;-1827;5990;2;33;151;0;2617;4922;1;5335;1555;688;199;361;287
France;Données temps réel;2021-12-11;12:30;2021-12-11T12:30:00+01:00;71767;70400;71100;184;1128;7354;42226;2188;3304;8098;-72;849;6508;74;-926;2543;952;-1765;5929;0;33;151;0;2582;4772;1;5275;1387;1436;204;365;287
France;Données temps réel;2021-12-11;13:15;2021-12-11T13:15:00+01:00;70373;70150;70850;186;1041;7556;42394;2187;3308;7482;-90;861;5448;75;;;;;;2;33;151;0;2582;4975;1;5161;1256;1065;217;360;287
France;Données temps réel;2021-12-11;15:00;2021-12-11T15:00:00+01:00;65338;65400;66000;185;1006;7534;42752;2191;2030;5921;-436;858;3297;77;-788;2300;-801;-2649;5441;1;33;151;0;2577;4958;1;4742;817;362;216;357;287
France;Données temps réel;2021-12-11;15:45;2021-12-11T15:45:00+01:00;63978;64500;65050;186;925;7548;42830;2232;1178;6103;-465;863;2578;77;;;;;;2;33;151;0;2581;4968;1;4714;1018;371;212;360;287
France;Données temps réel;2021-12-11;21:00;2021-12-11T21:00:00+01:00;65827;64800;65800;185;749;7646;43387;4166;0;5906;-188;844;3132;73;288;-1500;-1724;-751;5120;1;33;151;0;2621;5025;1;5190;123;593;208;351;287
France;Données temps réel;2021-12-12;00:00;2021-12-12T00:00:00+01:00;65293;65500;65500;186;851;7013;43225;4957;0;6504;-657;862;2352;70;-1102;-915;829;-1667;5086;2;33;151;0;2623;4391;1;5008;166;1330;216;356;287
France;Données temps réel;2021-12-12;00:30;2021-12-12T00:30:00+01:00;63605;63700;63800;185;758;7091;42770;4979;0;5665;-674;856;1975;71;-1102;-915;829;-1667;5086;1;33;151;0;2591;4500;1;4860;142;663;217;355;287
France;Données temps réel;2021-12-12;02:00;2021-12-12T02:00:00+01:00;60350;61300;61500;186;509;6544;41957;5064;0;5096;-1054;870;1178;65;-776;-469;824;-1736;5072;2;33;151;0;2572;3972;1;4650;0;489;217;362;287
France;Données temps réel;2021-12-12;08:15;2021-12-12T08:15:00+01:00;58901;59300;59050;184;84;6344;41934;4708;206;4962;-2562;862;2179;60;;;;;;0;33;151;0;2579;3765;1;4655;307;0;217;357;287
France;Données temps réel;2021-12-12;08:30;2021-12-12T08:30:00+01:00;59167;59600;59500;183;84;6477;42000;4667;235;4964;-2539;856;2240;60;-193;-335;1160;-2190;4273;0;33;151;0;2576;3901;1;4658;306;0;212;356;287
France;Données temps réel;2021-12-12;09:30;2021-12-12T09:30:00+01:00;61665;62200;61900;184;82;6502;42018;4606;842;5059;-1640;861;3151;59;-401;1179;989;-2391;4052;0;33;151;0;2576;3927;1;4664;393;2;215;354;287
France;Données temps réel;2021-12-12;10:00;2021-12-12T10:00:00+01:00;63246;63300;62800;182;81;6518;42022;4542;1395;5118;-1225;862;3751;58;-1785;1240;961;-1778;5098;0;33;151;0;2569;3949;1;4703;414;1;212;362;287
France;Données temps réel;2021-12-12;13:15;2021-12-12T13:15:00+01:00;65469;65100;64900;182;72;6497;42132;3492;2969;6423;-424;871;3255;55;;;;;;0;33;151;0;2539;3958;1;4726;729;968;222;361;287
France;Données temps réel;2021-12-12;14:45;2021-12-12T14:45:00+01:00;59988;60550;60400;182;79;6032;41845;2877;2212;4433;-1534;874;2988;57;;;;;;0;33;151;0;2536;3497;1;4474;0;106;223;366;287
France;Données temps réel;2021-12-12;15:15;2021-12-12T15:15:00+01:00;59323;59300;59200;183;81;6671;41533;2747;1770;4437;-1995;867;3029;62;;;;;;0;33;151;0;2538;4133;1;4386;0;133;222;358;287
France;Données temps réel;2021-12-12;16:30;2021-12-12T16:30:00+01:00;58706;59100;59000;182;165;6995;41427;2473;511;4911;-1317;868;2491;66;-1305;0;-414;-2656;7177;0;33;151;0;2536;4459;1;4390;18;503;221;366;287
France;Données temps réel;2021-12-12;19:30;2021-12-12T19:30:00+01:00;66982;68200;68700;182;649;7401;43243;2275;0;6875;-86;872;5571;71;371;825;-665;-1360;6586;0;33;151;0;2596;4805;1;5122;609;1144;222;363;287
France;Données temps réel;2021-12-12;23:15;2021-12-12T23:15:00+01:00;62793;63500;63800;182;539;7483;42883;1973;0;4910;-814;873;4764;74;;;;;;0;33;151;0;2615;4869;1;4599;310;1;217;375;287
France;Données temps réel;2021-12-13;00:45;2021-12-13T00:45:00+01:00;58803;60050;59700;182;302;5285;42040;1872;0;3973;-3138;853;7434;61;;;;;;0;33;151;0;2586;2699;1;4239;0;0;201;377;287
France;Données temps réel;2021-12-13;02:30;2021-12-13T02:30:00+01:00;57738;58000;58000;182;305;5228;42343;1744;0;4120;-3070;881;6005;60;1946;-264;921;-1938;5309;0;33;151;0;2585;2644;1;4115;0;10;221;377;287
France;Données temps réel;2021-12-13;03:00;2021-12-13T03:00:00+01:00;56279;56500;56500;182;460;5212;42459;1802;0;3929;-3620;886;4969;63;1997;-470;440;-2457;4675;0;33;151;0;2593;2619;1;4117;0;0;222;376;287
France;Données temps réel;2021-12-13;04:00;2021-12-13T04:00:00+01:00;55058;54900;55100;184;584;4835;42510;1752;0;3973;-3618;888;3950;63;1862;-622;267;-2965;5038;0;33;151;0;2590;2245;1;4121;0;0;222;379;287
France;Données temps réel;2021-12-13;05:15;2021-12-13T05:15:00+01:00;57537;58150;57350;183;786;5771;42993;1672;0;4339;-3325;877;4241;72;;;;;;0;33;151;0;2587;3184;1;4100;239;0;217;373;287
France;Données temps réel;2021-12-13;06:45;2021-12-13T06:45:00+01:00;65776;67300;65900;185;1001;7448;43084;1832;0;6216;-6;887;5129;78;;;;;;1;33;151;0;2619;4829;1;4689;1492;35;214;376;287
France;Données temps réel;2021-12-13;09:00;2021-12-13T09:00:00+01:00;73180;75300;73000;185;1107;7844;43345;2197;433;9643;-5;879;7552;77;1153;1925;-2024;-508;6094;2;33;150;0;2729;5115;1;5558;2643;1442;215;377;287
France;Données temps réel;2021-12-13;09:45;2021-12-13T09:45:00+01:00;73122;75050;73000;186;1112;7799;43331;2075;1211;9563;-5;883;6967;76;;;;;;2;33;151;0;2733;5067;1;5442;2564;1557;216;379;287
France;Données temps réel;2021-12-13;10:45;2021-12-13T10:45:00+01:00;72581;74200;72450;184;1111;7787;43439;1745;2424;9666;-5;867;5363;75;;;;;;0;33;151;0;2724;5064;1;5277;2742;1647;209;377;287
France;Données temps réel;2021-12-13;13:30;2021-12-13T13:30:00+01:00;71376;71300;70700;185;1109;8091;43311;1079;4011;8694;0;870;4026;76;235;2350;-1311;-277;3055;1;33;151;313;2695;5082;1;5003;2786;905;209;376;287
France;Données temps réel;2021-12-13;13:45;2021-12-13T13:45:00+01:00;70750;70850;70250;185;1109;8083;43333;1049;3845;8494;0;875;3777;77;;;;;;1;33;151;316;2693;5073;1;4788;2731;975;213;377;287
France;Données temps réel;2021-12-13;14:45;2021-12-13T14:45:00+01:00;68559;69250;68550;182;1112;7970;43327;999;3180;8272;-22;883;2656;77;;;;;;0;33;151;158;2680;5131;1;4731;2248;1293;212;376;287
France;Données temps réel;2021-12-13;15:00;2021-12-13T15:00:00+01:00;68197;68300;67600;304;1109;8004;43347;982;2884;8013;-193;870;2877;80;-816;2450;-2665;-1533;5789;120;33;151;230;2688;5085;1;4681;2218;1114;209;377;287
France;Données temps réel;2021-12-13;15:15;2021-12-13T15:15:00+01:00;67737;68150;67450;348;1113;8338;43317;981;2546;7906;-40;879;2349;82;;;;;;164;33;151;336;2721;5280;1;4633;2052;1221;213;377;287
France;Données temps réel;2021-12-13;17:00;2021-12-13T17:00:00+01:00;68587;70100;69300;186;1111;8284;43335;1083;256;9891;-55;876;3620;80;-1215;2250;-1923;156;5694;2;33;151;161;2714;5408;1;5141;2894;1856;209;376;287
France;Données temps réel;2021-12-13;17:30;2021-12-13T17:30:00+01:00;70879;72800;72000;186;1048;8289;43307;1154;191;11357;0;867;4480;78;-1215;2250;-1923;156;5636;2;33;151;161;2741;5386;1;5658;3795;1904;208;372;287
France;Données temps réel;2021-12-13;19:00;2021-12-13T19:00:00+01:00;75417;78000;77100;186;1061;8114;43364;1560;0;13776;-1;871;6486;74;-656;2178;-459;518;4618;2;33;151;0;2749;5365;1;6344;4316;3116;204;378;287
France;Données temps réel;2021-12-13;19:30;2021-12-13T19:30:00+01:00;74287;76600;75800;184;1037;8141;43351;1583;0;13604;0;852;5535;74;-656;2178;-459;525;4618;0;33;151;0;2755;5386;1;6321;3995;3288;201;372;287
France;Données temps réel;2021-12-14;01:00;2021-12-14T01:00:00+01:00;61655;62000;61600;187;1097;7241;43305;1160;0;5315;-1380;873;3857;82;905;1156;1110;-1041;1790;2;34;151;0;2659;4583;1;4458;582;275;206;380;287
France;Données temps réel;2021-12-14;02:00;2021-12-14T02:00:00+01:00;61361;62500;62400;187;1125;7330;43216;1050;0;5065;-1375;869;3894;84;310;1239;1037;-949;1996;2;34;151;0;2652;4679;1;4473;532;60;205;378;287
France;Données temps réel;2021-12-14;02:45;2021-12-14T02:45:00+01:00;60084;60350;60500;186;1257;7451;43255;1031;0;5113;-2165;863;3093;88;;;;;;1;34;151;0;2653;4798;1;4467;561;85;204;376;287
France;Données temps réel;2021-12-14;04:15;2021-12-14T04:15:00+01:00;58581;58100;58450;186;1267;7448;43173;938;0;4598;-2763;867;2867;90;;;;;;1;34;151;0;2644;4805;1;4377;134;87;201;382;287
France;Données temps réel;2021-12-14;04:45;2021-12-14T04:45:00+01:00;58364;58700;58750;186;1343;7462;43175;957;0;4761;-2669;872;2277;91;;;;;;1;34;151;0;2647;4816;1;4400;274;87;204;380;287
France;Données temps réel;2021-12-14;05:15;2021-12-14T05:15:00+01:00;60271;60100;60200;185;962;7447;43138;982;0;4753;-2679;866;4617;84;;;;;;0;34;151;0;2651;4797;1;4405;279;69;202;381;287
France;Données temps réel;2021-12-14;06:00;2021-12-14T06:00:00+01:00;62873;63200;63100;186;1003;8105;43138;1020;0;5530;-2287;867;5311;87;2013;2000;-292;-1195;3857;1;34;151;344;2676;5084;1;4511;923;96;202;379;287
France;Données temps réel;2021-12-14;09:30;2021-12-14T09:30:00+01:00;76507;75300;76500;186;1116;8410;43435;1073;1022;13096;-1;867;7303;76;641;2000;-1860;583;6219;1;34;151;348;2771;5290;1;6221;4682;2193;200;386;287
France;Données temps réel;2021-12-14;13:45;2021-12-14T13:45:00+01:00;72851;72450;72950;351;1115;8547;42771;777;3840;10707;-1;876;3868;79;;;;;;166;34;151;346;2733;5467;1;5950;3677;1080;199;386;287
France;Données temps réel;2021-12-14;14:15;2021-12-14T14:15:00+01:00;71995;72050;71800;186;1119;8569;42777;776;3538;10267;-1;875;3889;79;;;;;;1;34;151;346;2726;5496;1;5850;3492;925;202;386;287
France;Données temps réel;2021-12-14;15:00;2021-12-14T15:00:00+01:00;70133;69900;70200;185;1119;8259;42781;806;2793;10242;-1;876;3073;78;1681;2250;-2416;-607;2734;1;34;150;346;2724;5188;1;5736;3439;1067;204;387;287
France;Données temps réel;2021-12-14;16:30;2021-12-14T16:30:00+01:00;69257;69100;69300;187;1116;8145;42779;1028;651;11599;-46;867;2931;78;1106;2250;-2728;15;2920;2;34;151;346;2767;5031;1;5889;4162;1548;188;389;287
France;Données temps réel;2021-12-14;17:00;2021-12-14T17:00:00+01:00;70378;70500;70800;186;1113;8314;42722;1107;247;12460;-51;868;3412;78;265;2250;-1895;-105;4352;1;34;151;345;2768;5200;1;6157;4553;1750;196;388;287
France;Données temps réel;2021-12-14;17:30;2021-12-14T17:30:00+01:00;72511;72700;73100;187;1114;8261;42726;1194;180;13299;-58;860;4748;77;265;2250;-1895;-105;4342;2;34;151;345;2777;5138;1;6352;4428;2519;193;385;287
France;Données temps réel;2021-12-14;17:45;2021-12-14T17:45:00+01:00;73429;73400;73800;185;1111;8328;42750;1190;0;13917;-54;863;5139;77;;;;;;1;34;150;346;2777;5204;1;6465;4458;2994;193;385;287
France;Données temps réel;2021-12-14;18:15;2021-12-14T18:15:00+01:00;74388;74600;75050;186;1114;8318;42721;1200;0;13561;-58;868;6478;77;;;;;;1;34;151;345;2789;5183;1;6570;4163;2828;195;386;287
France;Données temps réel;2021-12-14;20:30;2021-12-14T20:30:00+01:00;71209;70400;71200;185;976;8222;43117;1372;0;9927;0;854;6556;78;735;2000;-580;668;3868;0;34;151;313;2711;5197;1;5998;2793;1136;196;380;287
France;Données temps réel;2021-12-14;21:15;2021-12-14T21:15:00+01:00;68379;67250;68100;187;1060;8038;43192;1384;0;8330;0;872;5316;80;;;;;;2;34;151;322;2679;5036;1;5683;2005;642;196;383;287
France;Données temps réel;2021-12-14;22:15;2021-12-14T22:15:00+01:00;65818;65450;66200;185;1120;7823;43185;1253;0;6646;-177;860;4923;82;;;;;;0;34;151;306;2678;4838;1;5196;1121;329;196;384;287
France;Données temps réel;2021-12-14;23:00;2021-12-14T23:00:00+01:00;67061;68400;68700;187;1120;7748;43218;1280;0;7601;-176;872;5211;81;1996;1725;569;-952;2241;2;34;151;307;2683;4757;1;5237;1846;518;197;383;287
France;Données temps réel;2021-12-14;23:45;2021-12-14T23:45:00+01:00;66749;67100;67150;186;1121;7824;43236;1332;0;7043;-526;863;5670;82;;;;;;1;34;151;308;2682;4833;1;4994;1618;431;194;384;287
France;Données temps réel;2021-12-15;00:15;2021-12-15T00:15:00+01:00;65165;65450;65000;186;1116;7693;43187;1324;0;6866;-529;871;4451;82;;;;;;2;33;151;35;2651;5006;1;4993;1687;186;194;383;287
France;Données temps réel;2021-12-15;03:30;2021-12-15T03:30:00+01:00;58430;59500;58600;186;643;7149;43037;1472;0;4852;-3135;870;3356;77;2014;1125;-645;-1103;2731;2;33;151;0;2661;4488;1;4237;584;31;199;384;287
France;Données temps réel;2021-12-15;04:45;2021-12-15T04:45:00+01:00;58052;59500;58350;185;882;6605;42943;1523;0;4724;-3230;868;3552;78;;;;;;1;33;151;0;2635;3970;1;4179;545;0;200;384;287
France;Données temps réel;2021-12-15;06:45;2021-12-15T06:45:00+01:00;67582;68850;67950;186;1227;7736;42851;1641;0;7739;-6;867;5341;82;;;;;;2;33;151;0;2654;5083;1;4885;2376;478;194;380;287
France;Données temps réel;2021-12-15;09:00;2021-12-15T09:00:00+01:00;75369;76300;75200;185;1704;8389;42925;1950;399;11608;-5;862;7352;86;2014;2136;-2149;599;4388;2;33;150;0;2778;5611;1;6035;4027;1546;195;382;287
France;Données temps réel;2021-12-15;09:15;2021-12-15T09:15:00+01:00;75256;76350;75450;185;1710;8309;42931;1917;624;12010;-5;864;6711;85;;;;;;2;33;150;0;2727;5582;1;6027;4285;1698;194;383;287
France;Données temps réel;2021-12-15;09:30;2021-12-15T09:30:00+01:00;75526;76400;75700;185;1709;8322;42955;1940;888;12087;-5;865;6580;85;2014;2136;-2149;599;4388;2;33;150;0;2732;5591;1;6030;4227;1830;195;382;287
